Question Title,Question Slug,Question ID,Question Text,Topic Tagged text,Topic Tagged ID,Difficulty Level,Success Rate,total submission,total accepted,company tag,Likes,Dislikes,Hints,Similar Questions ID,Similar Questions Text
Number of Spaces Cleaning Robot Cleaned,number-of-spaces-cleaning-robot-cleaned,2203,,"Array,Matrix,Simulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDUz,VG9waWNUYWdOb2RlOjYxMDU1",Medium,53.7,4393,2360,,55,14,"Simulate how the robot moves and keep track of how many spaces it has cleaned so far. When can we stop the simulation? When the robot reaches a space that it has already cleaned and is facing the same direction as before, we can stop the simulation.",865,Robot Room Cleaner
Count Vowel Substrings of a String,count-vowel-substrings-of-a-string,2186,"A substring is a contiguous (non-empty) sequence of characters within a string. A vowel substring is a substring that only consists of vowels ('a', 'e', 'i', 'o', and 'u') and has all five vowels present in it. Given a string word, return the number of vowel substrings in word. ","Hash Table,String","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw",Easy,65.8,24749,16283,,362,109,"While generating substrings starting at any index, do you need to continue generating larger substrings if you encounter a consonant? Can you store the count of characters to avoid generating substrings altogether?","808,1034,1636,1967","Number of Matching Subsequences,Subarrays with K Different Integers,Number of Substrings With Only 1s,Longest Substring Of All Vowels in Order"
Vowels of All Substrings,vowels-of-all-substrings,2187,"Given a string word, return the sum of the number of vowels ('a', 'e', 'i', 'o', and 'u') in every substring of word. A substring is a contiguous (non-empty) sequence of characters within a string. Note: Due to the large constraints, the answer may not fit in a signed 32-bit integer. Please be careful during the calculations. ","Math,String,Dynamic Programming,Combinatorics","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDU2",Medium,54.0,23905,12905,,351,14,"Since generating substrings is not an option, can we count the number of substrings a vowel appears in? How much does each vowel contribute to the total sum?",1460,Number of Substrings Containing All Three Characters
Minimized Maximum of Products Distributed to Any Store,minimized-maximum-of-products-distributed-to-any-store,2188,"You are given an integer n indicating there are n specialty retail stores. There are m product types of varying amounts, which are given as a 0-indexed integer array quantities, where quantities[i] represents the number of products of the ith product type. You need to distribute all products to the retail stores following these rules: Return the minimum possible x. ","Array,Binary Search","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx",Medium,48.6,23404,11372,,400,16,"There exists a monotonic nature such that when x is smaller than some number, there will be no way to distribute, and when x is not smaller than that number, there will always be a way to distribute. If you are given a number k, where the number of products given to any store does not exceed k, could you determine if all products can be distributed? Implement a function canDistribute(k), which returns true if you can distribute all products such that any store will not be given more than k products, and returns false if you cannot. Use this function to binary search for the smallest possible k.","907,1056,1335,1408,1675,1886,2294","Koko Eating Bananas,Capacity To Ship Packages Within D Days,Maximum Candies Allocated to K Children,Find the Smallest Divisor Given a Threshold,Magnetic Force Between Two Balls,Minimum Limit of Balls in a Bag,Minimum Time to Complete Trips"
Maximum Path Quality of a Graph,maximum-path-quality-of-a-graph,2189,"There is an undirected graph with n nodes numbered from 0 to n - 1 (inclusive). You are given a 0-indexed integer array values where values[i] is the value of the ith node. You are also given a 0-indexed 2D integer array edges, where each edges[j] = [uj, vj, timej] indicates that there is an undirected edge between the nodes uj and vj, and it takes timej seconds to travel between the two nodes. Finally, you are given an integer maxTime. A valid path in the graph is any path that starts at node 0, ends at node 0, and takes at most maxTime seconds to complete. You may visit the same node multiple times. The quality of a valid path is the sum of the values of the unique nodes visited in the path (each node's value is added at most once to the sum). Return the maximum quality of a valid path. Note: There are at most four edges connected to each node. ","Array,Backtracking,Graph","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE0,VG9waWNUYWdOb2RlOjI0",Hard,57.8,14083,8137,,258,26,How many nodes can you visit within maxTime seconds? Can you try every valid path?,"741,2040","Cherry Pickup,Minimum Cost to Reach Destination in Time"
Account Balance,account-balance,2208,,Database,VG9waWNUYWdOb2RlOjYxMDQz,Medium,85.3,3515,2997,,28,1,,,
Number of Equal Count Substrings,number-of-equal-count-substrings,2209,,"String,Counting,Prefix Sum","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDYy,VG9waWNUYWdOb2RlOjYxMDY4",Medium,50.7,1998,1012,,49,4,"The brute force solution is to check every substring, which would TLE. How can we improve this solution? In an equal count substring, the first character appears count times, the second character appears count times, and so on. The length of an equal count substring is the number of unique characters multiplied by count. The length of all equal count substrings are multiples of count.","3,395,2303","Longest Substring Without Repeating Characters,Longest Substring with At Least K Repeating Characters,Unique Substrings With Equal Digit Frequency"
Check Whether Two Strings are Almost Equivalent,check-whether-two-strings-are-almost-equivalent,2177,"Two strings word1 and word2 are considered almost equivalent if the differences between the frequencies of each letter from 'a' to 'z' between word1 and word2 is at most 3. Given two strings word1 and word2, each of length n, return true if word1 and word2 are almost equivalent, or false otherwise. The frequency of a letter x is the number of times it occurs in the string. ","Hash Table,String,Counting","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDYy",Easy,66.4,24735,16420,,193,6,What data structure can we use to count the frequency of each character? Are there edge cases where a character is present in one string but not the other?,,
Walking Robot Simulation II,walking-robot-simulation-ii,2178,"A width x height grid is on an XY-plane with the bottom-left cell at (0, 0) and the top-right cell at (width - 1, height - 1). The grid is aligned with the four cardinal directions (""North"", ""East"", ""South"", and ""West""). A robot is initially at cell (0, 0) facing direction ""East"". The robot can be instructed to move for a specific number of steps. For each step, it does the following. After the robot finishes moving the number of steps required, it stops and awaits the next instruction. Implement the Robot class: ","Design,Simulation","VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjYxMDU1",Medium,21.6,25883,5594,,108,235,"The robot only moves along the perimeter of the grid. Can you think if modulus can help you quickly compute which cell it stops at? After the robot moves one time, whenever the robot stops at some cell, it will always face a specific direction. i.e., The direction it faces is determined by the cell it stops at. Can you precompute what direction it faces when it stops at each cell along the perimeter, and reuse the results?",906,Walking Robot Simulation
Most Beautiful Item for Each Query,most-beautiful-item-for-each-query,2179,"You are given a 2D integer array items where items[i] = [pricei, beautyi] denotes the price and beauty of an item respectively. You are also given a 0-indexed integer array queries. For each queries[j], you want to determine the maximum beauty of an item whose price is less than or equal to queries[j]. If no such item exists, then the answer to this query is 0. Return an array answer of the same length as queries where answer[j] is the answer to the jth query. ","Array,Binary Search,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjYxMDQ5",Medium,48.4,16619,8040,,290,8,Can we process the queries in a smart order to avoid repeatedly checking the same items? How can we use the answer to a query for other queries?,1957,Closest Room
Maximum Number of Tasks You Can Assign,maximum-number-of-tasks-you-can-assign,2180,"You have n tasks and m workers. Each task has a strength requirement stored in a 0-indexed integer array tasks, with the ith task requiring tasks[i] strength to complete. The strength of each worker is stored in a 0-indexed integer array workers, with the jth worker having workers[j] strength. Each worker can only be assigned to a single task and must have a strength greater than or equal to the task's strength requirement (i.e., workers[j] >= tasks[i]). Additionally, you have pills magical pills that will increase a worker's strength by strength. You can decide which workers receive the magical pills, however, you may only give each worker at most one magical pill. Given the 0-indexed integer arrays tasks and workers and the integers pills and strength, return the maximum number of tasks that can be completed. ","Array,Binary Search,Greedy,Queue,Sorting,Monotonic Queue","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjM0,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDcx",Hard,36.9,12449,4592,,233,12,Is it possible to assign the first k smallest tasks to the workers? How can you efficiently try every k?,"853,2263","Most Profit Assigning Work,Maximum Running Time of N Computers"
The Winner University,the-winner-university,2214,,Database,VG9waWNUYWdOb2RlOjYxMDQz,Easy,73.2,4926,3604,,29,2,,2223,The Number of Rich Customers
Time Needed to Buy Tickets,time-needed-to-buy-tickets,2195,"There are n people in a line queuing to buy tickets, where the 0th person is at the front of the line and the (n - 1)th person is at the back of the line. You are given a 0-indexed integer array tickets of length n where the number of tickets that the ith person would like to buy is tickets[i]. Each person takes exactly 1 second to buy a ticket. A person can only buy 1 ticket at a time and has to go back to the end of the line (which happens instantaneously) in order to buy more tickets. If a person does not have any tickets left to buy, the person will leave the line. Return the time taken for the person at position k (0-indexed) to finish buying tickets. ","Array,Queue,Simulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjM0,VG9waWNUYWdOb2RlOjYxMDU1",Easy,62.4,33581,20942,,329,22,Loop through the line of people and decrement the number of tickets for each to buy one at a time as if simulating the line moving forward. Keep track of how many tickets have been sold up until person k has no more tickets to buy. Remember that those who have no more tickets to buy will leave the line.,1802,Number of Students Unable to Eat Lunch
Reverse Nodes in Even Length Groups,reverse-nodes-in-even-length-groups,2196,"You are given the head of a linked list. The nodes in the linked list are sequentially assigned to non-empty groups whose lengths form the sequence of the natural numbers (1, 2, 3, 4, ...). The length of a group is the number of nodes assigned to it. In other words, Note that the length of the last group may be less than or equal to 1 + the length of the second to last group. Reverse the nodes in each group with an even length, and return the head of the modified linked list. ",Linked List,VG9waWNUYWdOb2RlOjc=,Medium,50.3,18680,9388,,177,189,"Consider the list structure ...A → (B → ... → C) → D..., where the nodes between B and C (inclusive) form a group, A is the last node of the previous group, and D is the first node of the next group. How can you utilize this structure? Suppose you have B → ... → C reversed (because it was of even length) so that it is now C → ... → B. What references do you need to fix so that the transitions between the previous, current, and next groups are correct? A.next should be set to C, and B.next should be set to D. Once the current group is finished being modified, you need to find the new A, B, C, and D nodes for the next group. How can you use the old A, B, C, and D nodes to find the new ones? The new A is either the old B or old C depending on if the group was of even or odd length. The new B is always the old D. The new C and D can be found based on the new B and the next group's length. You can set the initial values of A, B, C, and D to A = null, B = head, C = head, D = head.next. Repeat the steps from the previous hints until D is null.","25,206","Reverse Nodes in k-Group,Reverse Linked List"
Decode the Slanted Ciphertext,decode-the-slanted-ciphertext,2197,"A string originalText is encoded using a slanted transposition cipher to a string encodedText with the help of a matrix having a fixed number of rows rows. originalText is placed first in a top-left to bottom-right manner. The blue cells are filled first, followed by the red cells, then the yellow cells, and so on, until we reach the end of originalText. The arrow indicates the order in which the cells are filled. All empty cells are filled with ' '. The number of columns is chosen such that the rightmost column will not be empty after filling in originalText. encodedText is then formed by appending all characters of the matrix in a row-wise fashion. The characters in the blue cells are appended first to encodedText, then the red cells, and so on, and finally the yellow cells. The arrow indicates the order in which the cells are accessed. For example, if originalText = ""cipher"" and rows = 3, then we encode it in the following manner: The blue arrows depict how originalText is placed in the matrix, and the red arrows denote the order in which encodedText is formed. In the above example, encodedText = ""ch ie pr"". Given the encoded string encodedText and number of rows rows, return the original string originalText. Note: originalText does not have any trailing spaces ' '. The test cases are generated such that there is only one possible originalText. ","String,Simulation","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDU1",Medium,49.8,15631,7787,,145,30,"How can you use rows and encodedText to find the number of columns of the matrix? Once you have the number of rows and columns, you can create the matrix and place encodedText in it. How should you place it in the matrix? How should you traverse the matrix to ""decode"" originalText?",498,Diagonal Traverse
Process Restricted Friend Requests,process-restricted-friend-requests,2198,"You are given an integer n indicating the number of people in a network. Each person is labeled from 0 to n - 1. You are also given a 0-indexed 2D integer array restrictions, where restrictions[i] = [xi, yi] means that person xi and person yi cannot become friends, either directly or indirectly through other people. Initially, no one is friends with each other. You are given a list of friend requests as a 0-indexed 2D integer array requests, where requests[j] = [uj, vj] is a friend request between person uj and person vj. A friend request is successful if uj and vj can be friends. Each friend request is processed in the given order (i.e., requests[j] occurs before requests[j + 1]), and upon a successful request, uj and vj become direct friends for all future friend requests. Return a boolean array result, where each result[j] is true if the jth friend request is successful or false if it is not. Note: If uj and vj are already direct friends, the request is still successful. ","Union Find,Graph","VG9waWNUYWdOb2RlOjIz,VG9waWNUYWdOb2RlOjI0",Hard,53.9,17475,9413,,320,4,"For each request, we could loop through all restrictions. Can you think of doing a check-in close to O(1)? Could you use Union Find?","305,1308,2246","Number of Islands II,Smallest String With Swaps,Maximum Employees to Be Invited to a Meeting"
Paths in Maze That Lead to Same Room,paths-in-maze-that-lead-to-same-room,2218,,Graph,VG9waWNUYWdOb2RlOjI0,Medium,57.9,2785,1612,,47,4,"If the path starts at room i, what properties must the other two rooms in the cycle have? The other two rooms must be connected to room i, and must be connected to each other.","323,918,1347,2121","Number of Connected Components in an Undirected Graph,Reachable Nodes In Subdivided Graph,Distance to a Cycle in Undirected Graph,Find if Path Exists in Graph"
Two Furthest Houses With Different Colors,two-furthest-houses-with-different-colors,2199,"There are n houses evenly lined up on the street, and each house is beautifully painted. You are given a 0-indexed integer array colors of length n, where colors[i] represents the color of the ith house. Return the maximum distance between two houses with different colors. The distance between the ith and jth houses is abs(i - j), where abs(x) is the absolute value of x. ","Array,Greedy","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3",Easy,68.6,33973,23298,,378,11,"The constraints are small. Can you try the combination of every two houses? Greedily, the maximum distance will come from either the pair of the leftmost house and possibly some house on the right with a different color, or the pair of the rightmost house and possibly some house on the left with a different color.","1231,1984,2144","Replace Elements with Greatest Element on Right Side,Maximum Distance Between a Pair of Values,Maximum Difference Between Increasing Elements"
Watering Plants,watering-plants,1310,"You want to water n plants in your garden with a watering can. The plants are arranged in a row and are labeled from 0 to n - 1 from left to right where the ith plant is located at x = i. There is a river at x = -1 that you can refill your watering can at. Each plant needs a specific amount of water. You will water the plants in the following way: You are initially at the river (i.e., x = -1). It takes one step to move one unit on the x-axis. Given a 0-indexed integer array plants of n integers, where plants[i] is the amount of water the ith plant needs, and an integer capacity representing the watering can capacity, return the number of steps needed to water all the plants. ",Array,VG9waWNUYWdOb2RlOjU=,Medium,80.5,23565,18961,,342,26,Simulate the process. Return to refill the container once you meet a plant that needs more water than you have.,2228,Watering Plants II
Range Frequency Queries,range-frequency-queries,1294,Design a data structure to find the frequency of a given value in a given subarray. The frequency of a value in a subarray is the number of occurrences of that value in the subarray. Implement the RangeFreqQuery class: A subarray is a contiguous sequence of elements within an array. arr[left...right] denotes the subarray that contains the elements of nums between indices left and right (inclusive). ,"Array,Hash Table,Binary Search,Design,Segment Tree","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjI5",Medium,36.4,29150,10623,,317,19,"The queries must be answered efficiently to avoid time limit exceeded verdict. Store the elements of the array in a data structure that helps answering the queries efficiently. Use a hash table that stored for each value, the indices where that value appeared. Use binary search over the indices of a value to find its range frequency.",,
Sum of k-Mirror Numbers,sum-of-k-mirror-numbers,2202,"A k-mirror number is a positive integer without leading zeros that reads the same both forward and backward in base-10 as well as in base-k. Given the base k and the number n, return the sum of the n smallest k-mirror numbers. ","Math,Enumeration","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjYxMDY2",Hard,41.2,12203,5030,,80,117,"Since we need to reduce search space, instead of checking if every number is a palindrome in base-10, can we try to ""generate"" the palindromic numbers? If you are provided with a d digit number, how can you generate a palindrome with 2*d or 2*d - 1 digit? Try brute-forcing and checking if the palindrome you generated is a ""k-Mirror"" number.","247,897","Strobogrammatic Number II,Prime Palindrome"
The Number of Rich Customers,the-number-of-rich-customers,2223,,Database,VG9waWNUYWdOb2RlOjYxMDQz,Easy,80.9,4616,3733,,14,11,,2214,The Winner University
Substrings That Begin and End With the Same Letter,substrings-that-begin-and-end-with-the-same-letter,2225,,"Hash Table,Math,String,Counting,Prefix Sum","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDYy,VG9waWNUYWdOb2RlOjYxMDY4",Medium,68.6,4554,3123,,62,2,"In the string ""abacad"", the letter ""a"" appears 3 times. How many substrings begin with the first ""a"" and end with any ""a""? There are 3 substrings (""a"", ""aba"", and ""abaca""). How many substrings begin with the second ""a"" and end with any ""a""? How about the third? 2 substrings begin with the second ""a"" (""a"", and ""aca"") and 1 substring begins with the third ""a"" (""a""). There is a total of 3 + 2 + 1 = 6 substrings that begin and end with ""a"". If a character appears i times in the string, there are i * (i + 1) / 2 substrings that begin and end with that character.","1635,1890,2036,2303","Number of Good Pairs,Sum of Beauty of All Substrings,Count Pairs in Two Arrays,Unique Substrings With Equal Digit Frequency"
Drop Type 1 Orders for Customers With Type 0 Orders,drop-type-1-orders-for-customers-with-type-0-orders,2224,,Database,VG9waWNUYWdOb2RlOjYxMDQz,Medium,90.7,3328,3017,,26,6,,,
Count Common Words With One Occurrence,count-common-words-with-one-occurrence,2190,"Given two string arrays words1 and words2, return the number of strings that appear exactly once in each of the two arrays. ","Array,Hash Table,String,Counting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDYy",Easy,70.5,31015,21864,,295,6,Could you try every word? Could you use a hash map to achieve a good complexity?,"349,920,2163","Intersection of Two Arrays,Uncommon Words from Two Sentences,Kth Distinct String in an Array"
Minimum Number of Buckets Required to Collect Rainwater from Houses,minimum-number-of-buckets-required-to-collect-rainwater-from-houses,2191,"You are given a 0-indexed string street. Each character in street is either 'H' representing a house or '.' representing an empty space. You can place buckets on the empty spaces to collect rainwater that falls from the adjacent houses. The rainwater from a house at index i is collected if a bucket is placed at index i - 1 and/or index i + 1. A single bucket, if placed adjacent to two houses, can collect the rainwater from both houses. Return the minimum number of buckets needed so that for every house, there is at least one bucket collecting rainwater from it, or -1 if it is impossible. ","String,Dynamic Programming,Greedy","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE3",Medium,45.2,21074,9529,,299,13,"When is it impossible to collect the rainwater from all the houses? When one or more houses do not have an empty space adjacent to it. Assuming the rainwater from all previous houses is collected. If there is a house at index i and you are able to place a bucket at index i - 1 or i + 1, where should you put it? It is always better to place a bucket at index i + 1 because it can collect the rainwater from the next house as well.","1979,2075","Maximum Number of People That Can Be Caught in Tag,Brightest Position on Street"
Minimum Cost Homecoming of a Robot in a Grid,minimum-cost-homecoming-of-a-robot-in-a-grid,2192,"There is an m x n grid, where (0, 0) is the top-left cell and (m - 1, n - 1) is the bottom-right cell. You are given an integer array startPos where startPos = [startrow, startcol] indicates that initially, a robot is at the cell (startrow, startcol). You are also given an integer array homePos where homePos = [homerow, homecol] indicates that its home is at the cell (homerow, homecol). The robot needs to go to its home. It can move one cell in four directions: left, right, up, or down, and it can not move outside the boundary. Every move incurs some cost. You are further given two 0-indexed integer arrays: rowCosts of length m and colCosts of length n. Return the minimum total cost for this robot to return home. ","Array,Greedy,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDUz",Medium,50.0,16019,8003,,283,49,"Irrespective of what path the robot takes, it will have to traverse all the rows between startRow and homeRow and all the columns between startCol and homeCol. Hence, making any other move other than traversing the required rows and columns will potentially incur more cost which can be avoided.","62,64,361,1402","Unique Paths,Minimum Path Sum,Bomb Enemy,Count Square Submatrices with All Ones"
Count Fertile Pyramids in a Land,count-fertile-pyramids-in-a-land,2193,"A farmer has a rectangular grid of land with m rows and n columns that can be divided into unit cells. Each cell is either fertile (represented by a 1) or barren (represented by a 0). All cells outside the grid are considered barren. A pyramidal plot of land can be defined as a set of cells with the following criteria: An inverse pyramidal plot of land can be defined as a set of cells with similar criteria: Some examples of valid and invalid pyramidal (and inverse pyramidal) plots are shown below. Black cells indicate fertile cells. Given a 0-indexed m x n binary matrix grid representing the farmland, return the total number of pyramidal and inverse pyramidal plots that can be found in grid. ","Array,Dynamic Programming,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDUz",Hard,62.7,5986,3752,,171,7,"Think about how dynamic programming can help solve the problem. For any fixed cell (r, c), can you calculate the maximum height of the pyramid for which it is the apex? Let us denote this value as dp[r][c]. How will the values at dp[r+1][c-1] and dp[r+1][c+1] help in determining the value at dp[r][c]? For the cell (r, c), is there a relation between the number of pyramids for which it serves as the apex and dp[r][c]? How does it help in calculating the answer?","1402,1990","Count Square Submatrices with All Ones,Get Biggest Three Rhombus Sums in a Grid"
