Question Title,Question Slug,Question ID,Question Text,Topic Tagged text,Topic Tagged ID,Difficulty Level,Success Rate,total submission,total accepted,company tag,Likes,Dislikes,Hints,Similar Questions ID,Similar Questions Text
Average Time of Process per Machine,average-time-of-process-per-machine,1801,,Database,VG9waWNUYWdOb2RlOjYxMDQz,Easy,79.9,19291,15404,,87,19,,,
Check If Two String Arrays are Equivalent,check-if-two-string-arrays-are-equivalent,1781,"Given two string arrays word1 and word2, return true if the two arrays represent the same string, and false otherwise. A string is represented by an array if the array elements concatenated in order forms the string. ","Array,String","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEw",Easy,82.0,169765,139123,,764,109,"Concatenate all strings in the first array into a single string in the given order, the same for the second array. Both arrays represent the same string if and only if the generated strings are the same.",2184,Check if an Original String Exists Given Two Encoded Strings
Smallest String With A Given Numeric Value,smallest-string-with-a-given-numeric-value,1782,"The numeric value of a lowercase character is defined as its position (1-indexed) in the alphabet, so the numeric value of a is 1, the numeric value of b is 2, the numeric value of c is 3, and so on. The numeric value of a string consisting of lowercase characters is defined as the sum of its characters' numeric values. For example, the numeric value of the string ""abe"" is equal to 1 + 2 + 5 = 8. You are given two integers n and k. Return the lexicographically smallest string with length equal to n and numeric value equal to k. Note that a string x is lexicographically smaller than string y if x comes before y in dictionary order, that is, either x is a prefix of y, or if i is the first position such that x[i] != y[i], then x[i] comes before y[i] in alphabetic order. ","String,Greedy","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE3",Medium,67.0,118160,79194,,1523,50,"Think greedily. If you build the string from the end to the beginning, it will always be optimal to put the highest possible character at the current index.",,
Ways to Make a Fair Array,ways-to-make-a-fair-array,1783,"You are given an integer array nums. You can choose exactly one index (0-indexed) and remove the element. Notice that the index of the elements may change after the removal. For example, if nums = [6,1,7,4,1]: An array is fair if the sum of the odd-indexed values equals the sum of the even-indexed values. Return the number of indices that you could choose such that after the removal, nums is fair. ","Array,Dynamic Programming","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz",Medium,63.2,37107,23436,,807,20,The parity of the indices after the removed element changes. Calculate prefix sums for even and odd indices separately to calculate for each index in O(1).,,
Minimum Initial Energy to Finish Tasks,minimum-initial-energy-to-finish-tasks,1784,"You are given an array tasks where tasks[i] = [actuali, minimumi]: For example, if the task is [10, 12] and your current energy is 11, you cannot start this task. However, if your current energy is 13, you can complete this task, and your energy will be 3 after finishing it. You can finish the tasks in any order you like. Return the minimum initial amount of energy you will need to finish all the tasks. ","Array,Greedy,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDQ5",Hard,55.8,20381,11366,,356,28,We can easily figure that the f(x) : does x solve this array is monotonic so binary Search is doable Figure a sorting pattern,,
Change the Root of a Binary Tree,change-the-root-of-a-binary-tree,1810,,"Tree,Depth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjYxMDU3",Medium,68.2,3388,2310,,44,111,"Start traversing from the leaf. Always go up till you reach the root. Change pointers as asked, make the current node's parent its left child, and make the left child the right one if needed.",,
Fix Names in a Table,fix-names-in-a-table,1811,Table: Users  Write an SQL query to fix the names so that only the first character is uppercase and the rest are lowercase. Return the result table ordered by user_id. The query result format is in the following example. ,Database,VG9waWNUYWdOb2RlOjYxMDQz,Easy,62.7,20529,12876,,66,36,,,
Maximum Repeating Substring,maximum-repeating-substring,1764,"For a string sequence, a string word is k-repeating if word concatenated k times is a substring of sequence. The word's maximum k-repeating value is the highest value k where word is k-repeating in sequence. If word is not a substring of sequence, word's maximum k-repeating value is 0. Given strings sequence and word, return the maximum k-repeating value of word in sequence. ","String,String Matching","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDUy",Easy,39.6,59819,23687,,368,125,The constraints are low enough for a brute force approach. Try every k value from 0 upwards until word is no longer k-repeating.,1689,Detect Pattern of Length M Repeated K or More Times
Merge In Between Linked Lists,merge-in-between-linked-lists,1765,"You are given two linked lists: list1 and list2 of sizes n and m respectively. Remove list1's nodes from the ath node to the bth node, and put list2 in their place. The blue edges and nodes in the following figure indicate the result: Build the result list and return its head. ",Linked List,VG9waWNUYWdOb2RlOjc=,Medium,74.6,64881,48376,,842,123,Check which edges need to be changed. Let the next node of the (a-1)th node of list1 be the 0-th node in list 2. Let the next node of the last node of list2 be the (b+1)-th node in list 1.,,
Design Front Middle Back Queue,design-front-middle-back-queue,1767,"Design a queue that supports push and pop operations in the front, middle, and back. Implement the FrontMiddleBack class: Notice that when there are two middle position choices, the operation is performed on the frontmost middle position choice. For example: ","Array,Linked List,Design,Queue,Data Stream","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjc=,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjM0,VG9waWNUYWdOb2RlOjYxMDYz",Medium,55.5,25742,14289,,422,72,"The constraints are low enough for a brute force, single array approach. For an O(1) per method approach, use 2 double-ended queues: one for the first half and one for the second half.","859,860","Design Circular Deque,Design Circular Queue"
Minimum Number of Removals to Make Mountain Array,minimum-number-of-removals-to-make-mountain-array,1766,"You may recall that an array arr is a mountain array if and only if: Given an integer array nums​​​, return the minimum number of elements to remove to make nums​​​ a mountain array. ","Array,Binary Search,Dynamic Programming,Greedy","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE3",Hard,43.1,29099,12551,,714,11,Think the opposite direction instead of minimum elements to remove the maximum mountain subsequence Think of LIS it's kind of close,"300,875,882,978,1185","Longest Increasing Subsequence,Longest Mountain in Array,Peak Index in a Mountain Array,Valid Mountain Array,Find in Mountain Array"
Richest Customer Wealth,richest-customer-wealth,1791,You are given an m x n integer grid accounts where accounts[i][j] is the amount of money the i​​​​​​​​​​​th​​​​ customer has in the j​​​​​​​​​​​th​​​​ bank. Return the wealth that the richest customer has. A customer's wealth is the amount of money they have in all their bank accounts. The richest customer is the customer that has the maximum wealth. ,"Array,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDUz",Easy,89.3,310405,277200,,1770,256,Calculate the wealth of each customer Find the maximum element in array.,,
Find the Most Competitive Subsequence,find-the-most-competitive-subsequence,1792,"Given an integer array nums and a positive integer k, return the most competitive subsequence of nums of size k. An array's subsequence is a resulting sequence obtained by erasing some (possibly zero) elements from the array. We define that a subsequence a is more competitive than a subsequence b (of the same length) if in the first position where a and b differ, subsequence a has a number less than the corresponding number in b. For example, [1,3,4] is more competitive than [1,3,5] because the first position they differ is at the final number, and 4 is less than 5. ","Array,Stack,Greedy,Monotonic Stack","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDU0",Medium,48.4,86550,41852,,1258,59,"In lexicographical order, the elements to the left have higher priority than those that come after. Can you think of a strategy that incrementally builds the answer from left to right?","402,1159","Remove K Digits,Smallest Subsequence of Distinct Characters"
Minimum Moves to Make Array Complementary,minimum-moves-to-make-array-complementary,1793,"You are given an integer array nums of even length n and an integer limit. In one move, you can replace any integer from nums with another integer between 1 and limit, inclusive. The array nums is complementary if for all indices i (0-indexed), nums[i] + nums[n - 1 - i] equals the same number. For example, the array [1,2,3,4] is complementary because for all indices i, nums[i] + nums[n - 1 - i] = 5. Return the minimum number of moves required to make nums complementary. ","Array,Hash Table,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjYxMDY4",Medium,37.3,15487,5772,,437,54,"Given a target sum x, each pair of nums[i] and nums[n-1-i] would either need 0, 1, or 2 modifications. Can you find the optimal target sum x value such that the sum of modifications is minimized? Create a difference array to efficiently sum all the modifications.",,
Minimize Deviation in Array,minimize-deviation-in-array,1794,You are given an array nums of n positive integers. You can perform two types of operations on any element of the array any number of times: The deviation of the array is the maximum difference between any two elements in the array. Return the minimum deviation the array can have after performing some number of operations. ,"Array,Greedy,Heap (Priority Queue),Ordered Set","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDUw,VG9waWNUYWdOb2RlOjYxMDcw",Hard,52.5,81442,42779,,1577,83,"Assume you start with the minimum possible value for each number so you can only multiply a number by 2 till it reaches its maximum possible value. If there is a better solution than the current one, then it must have either its maximum value less than the current maximum value, or the minimum value larger than the current minimum value. Since that we only increase numbers (multiply them by 2), we cannot decrease the current maximum value, so we must multiply the current minimum number by 2.",,
Lowest Common Ancestor of a Binary Tree IV,lowest-common-ancestor-of-a-binary-tree-iv,1816,,"Tree,Depth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjYxMDU3",Medium,79.4,25459,20221,,283,9,"Starting from the root, traverse the left and the right subtrees, checking if one of the nodes exist there. If one of the subtrees doesn't contain any given node, the LCA can be the node returned from the other subtree If both subtrees contain nodes, the LCA node is the current node.","235,236,1218,1780,1790,1816","Lowest Common Ancestor of a Binary Search Tree,Lowest Common Ancestor of a Binary Tree,Lowest Common Ancestor of Deepest Leaves,Lowest Common Ancestor of a Binary Tree II,Lowest Common Ancestor of a Binary Tree III,Lowest Common Ancestor of a Binary Tree IV"
Product's Worth Over Invoices,products-worth-over-invoices,1821,,Database,VG9waWNUYWdOb2RlOjYxMDQz,Easy,40.9,24909,10182,,20,89,,,
Goal Parser Interpretation,goal-parser-interpretation,1797,"You own a Goal Parser that can interpret a string command. The command consists of an alphabet of ""G"", ""()"" and/or ""(al)"" in some order. The Goal Parser will interpret ""G"" as the string ""G"", ""()"" as the string ""o"", and ""(al)"" as the string ""al"". The interpreted strings are then concatenated in the original order. Given the string command, return the Goal Parser's interpretation of command. ",String,VG9waWNUYWdOb2RlOjEw,Easy,85.7,120299,103140,,676,61,You need to check at most 2 characters to determine which character comes next.,,
Max Number of K-Sum Pairs,max-number-of-k-sum-pairs,1798,"You are given an integer array nums and an integer k. In one operation, you can pick two numbers from the array whose sum equals k and remove them from the array. Return the maximum number of operations you can perform on the array. ","Array,Hash Table,Two Pointers,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjYxMDQ5",Medium,53.6,95121,50972,,689,25,"The abstract problem asks to count the number of disjoint pairs with a given sum k. For each possible value x, it can be paired up with k - x. The number of such pairs equals to  min(count(x), count(k-x)), unless that x = k / 2, where the number of such pairs will be floor(count(x) / 2).","1,1830","Two Sum,Count Good Meals"
Concatenation of Consecutive Binary Numbers,concatenation-of-consecutive-binary-numbers,1800,"Given an integer n, return the decimal value of the binary string formed by concatenating the binary representations of 1 to n in order, modulo 109 + 7. ","Math,Bit Manipulation,Simulation","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjE5,VG9waWNUYWdOb2RlOjYxMDU1",Medium,52.6,64004,33637,,338,206,Express the nth number value in a recursion formula and think about how we can do a fast evaluation.,,
Minimum Incompatibility,minimum-incompatibility,1799,"You are given an integer array nums​​​ and an integer k. You are asked to distribute this array into k subsets of equal size such that there are no two equal elements in the same subset. A subset's incompatibility is the difference between the maximum and minimum elements in that array. Return the minimum possible sum of incompatibilities of the k subsets after distributing the array optimally, or return -1 if it is not possible. A subset is a group integers that appear in the array with no particular order. ","Array,Dynamic Programming,Bit Manipulation,Bitmask","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE5,VG9waWNUYWdOb2RlOjYxMDc4",Hard,37.0,15608,5769,,177,81,The constraints are small enough for a backtrack solution but not any backtrack solution If we use a naive n^k don't you think it can be optimized,,
Longest Palindromic Subsequence II,longest-palindromic-subsequence-ii,1822,,"String,Dynamic Programming","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz",Medium,51.1,6364,3251,,101,19,"As with any good dp problem that uses palindromes, try building the palindrome from the edges The prime point is to check that no two adjacent characters are equal, so save the past character while building the palindrome.",516,Longest Palindromic Subsequence
Invalid Tweets,invalid-tweets,1827,,Database,VG9waWNUYWdOb2RlOjYxMDQz,Easy,90.9,18955,17239,,56,69,,,
Count the Number of Consistent Strings,count-the-number-of-consistent-strings,1786,You are given a string allowed consisting of distinct characters and an array of strings words. A string is consistent if all characters in the string appear in the string allowed. Return the number of consistent strings in the array words. ,"Array,Hash Table,String,Bit Manipulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE5",Easy,81.9,102721,84109,,818,39,A string is incorrect if it contains a character that is not allowed Constraints are small enough for brute force,,
Sum of Absolute Differences in a Sorted Array,sum-of-absolute-differences-in-a-sorted-array,1787,"You are given an integer array nums sorted in non-decreasing order. Build and return an integer array result with the same length as nums such that result[i] is equal to the summation of absolute differences between nums[i] and all the other elements in the array. In other words, result[i] is equal to sum(|nums[i]-nums[j]|) where 0 <= j < nums.length and j != i (0-indexed). ","Array,Math,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjYxMDY4",Medium,65.6,29678,19461,,673,22,"Absolute difference is the same as max(a, b) - min(a, b). How can you use this fact with the fact that the array is sorted? For nums[i], the answer is (nums[i] - nums[0]) + (nums[i] - nums[1]) + ... + (nums[i] - nums[i-1]) + (nums[i+1] - nums[i]) + (nums[i+2] - nums[i]) + ... + (nums[n-1] - nums[i]). It can be simplified to (nums[i] * i - (nums[0] + nums[1] + ... + nums[i-1])) + ((nums[i+1] + nums[i+2] + ... + nums[n-1]) - nums[i] * (n-i-1)). One can build prefix and suffix sums to compute  this quickly.",,
Stone Game VI,stone-game-vi,1788,"Alice and Bob take turns playing a game, with Alice starting first. There are n stones in a pile. On each player's turn, they can remove a stone from the pile and receive points based on the stone's value. Alice and Bob may value the stones differently. You are given two integer arrays of length n, aliceValues and bobValues. Each aliceValues[i] and bobValues[i] represents how Alice and Bob, respectively, value the ith stone. The winner is the person with the most points after all the stones are chosen. If both players have the same amount of points, the game results in a draw. Both players will play optimally. Both players know the other's values. Determine the result of the game, and: ","Array,Math,Greedy,Sorting,Heap (Priority Queue),Game Theory","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDUw,VG9waWNUYWdOb2RlOjYxMDcz",Medium,53.7,20030,10751,,473,39,"When one takes the stone, they not only get the points, but they take them away from the other player too. Greedily choose the stone with the maximum aliceValues[i] + bobValues[i].","909,1240,1522,1617,1685,1808,2002,2156","Stone Game,Stone Game II,Stone Game III,Stone Game IV,Stone Game V,Stone Game VII,Stone Game VIII,Stone Game IX"
Delivering Boxes from Storage to Ports,delivering-boxes-from-storage-to-ports,1789,"You have the task of delivering some boxes from storage to their ports using only one ship. However, this ship has a limit on the number of boxes and the total weight that it can carry. You are given an array boxes, where boxes[i] = [ports​​i​, weighti], and three integers portsCount, maxBoxes, and maxWeight. The boxes need to be delivered in the order they are given. The ship will follow these steps: The ship must end at storage after all the boxes have been delivered. Return the minimum number of trips the ship needs to make to deliver all boxes to their respective ports. ","Array,Dynamic Programming,Segment Tree,Queue,Heap (Priority Queue),Monotonic Queue","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjI5,VG9waWNUYWdOb2RlOjM0,VG9waWNUYWdOb2RlOjYxMDUw,VG9waWNUYWdOb2RlOjYxMDcx",Hard,37.4,9777,3653,,245,15,Try to think of the most basic dp which is n^2 now optimize it Think of any range query data structure to optimize,,
Count of Matches in Tournament,count-of-matches-in-tournament,1806,"You are given an integer n, the number of teams in a tournament that has strange rules: Return the number of matches played in the tournament until a winner is decided. ","Math,Simulation","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjYxMDU1",Easy,82.7,79594,65804,,574,107,Simulate the tournament as given in the statement. Be careful when handling odd integers.,,
Partitioning Into Minimum Number Of Deci-Binary Numbers,partitioning-into-minimum-number-of-deci-binary-numbers,1807,"A decimal number is called deci-binary if each of its digits is either 0 or 1 without any leading zeros. For example, 101 and 1100 are deci-binary, while 112 and 3001 are not. Given a string n that represents a positive decimal integer, return the minimum number of positive deci-binary numbers needed so that they sum up to n. ","String,Greedy","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE3",Medium,87.8,86815,76222,,789,559,"Think about if the input was only one digit. Then you need to add up as many ones as the value of this digit. If the input has multiple digits, then you can solve for each digit independently, and merge the answers to form numbers that add up to that input. Thus the answer is equal to the max digit.",,
Stone Game VII,stone-game-vii,1808,"Alice and Bob take turns playing a game, with Alice starting first. There are n stones arranged in a row. On each player's turn, they can remove either the leftmost stone or the rightmost stone from the row and receive points equal to the sum of the remaining stones' values in the row. The winner is the one with the higher score when there are no stones left to remove. Bob found that he will always lose this game (poor Bob, he always loses), so he decided to minimize the score's difference. Alice's goal is to maximize the difference in the score. Given an array of integers stones where stones[i] represents the value of the ith stone from the left, return the difference in Alice and Bob's score if they both play optimally. ","Array,Math,Dynamic Programming,Game Theory","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDcz",Medium,58.7,44395,26039,,651,124,The constraints are small enough for an N^2 solution. Try using dynamic programming.,"909,1240,1522,1617,1685,1788,1896,2002,2156","Stone Game,Stone Game II,Stone Game III,Stone Game IV,Stone Game V,Stone Game VI,Maximum Score from Performing Multiplication Operations,Stone Game VIII,Stone Game IX"
Maximum Height by Stacking Cuboids ,maximum-height-by-stacking-cuboids,1367,"Given n cuboids where the dimensions of the ith cuboid is cuboids[i] = [widthi, lengthi, heighti] (0-indexed). Choose a subset of cuboids and place them on each other. You can place cuboid i on cuboid j if widthi <= widthj and lengthi <= lengthj and heighti <= heightj. You can rearrange any cuboid's dimensions by rotating it to put it on another cuboid. Return the maximum height of the stacked cuboids. ","Array,Dynamic Programming,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDQ5",Hard,53.6,20099,10767,,477,16,"Does the dynamic programming sound like the right algorithm after sorting? Let's say box1 can be placed on top of box2. No matter what orientation box2 is in, we can rotate box1 so that it can be placed on top. Why don't we orient everything such that height is the biggest?",2123,The Number of Weak Characters in the Game
Count Ways to Distribute Candies,count-ways-to-distribute-candies,1828,,Dynamic Programming,VG9waWNUYWdOb2RlOjEz,Hard,60.7,2384,1448,,43,5,"Try to define a recursive approach. For the ith candies, there will be one of the two following cases: If the i - 1 previous candies are already distributed into k bags for the ith candy, you can have k * dp[n - 1][k] ways to distribute the ith candy. We need then to solve the state of (n - 1, k). If the i - 1 previous candies are already distributed into k - 1 bags for the ith candy, you can have dp[n - 1][k - 1] ways to distribute the ith candy. We need then to solve the state of (n - 1, k - 1). This approach will be too slow and will traverse some states more than once. We should use memoization to make the algorithm efficient.",,
Daily Leads and Partners,daily-leads-and-partners,1837,"Table: DailySales  Write an SQL query that will, for each date_id and make_name, return the number of distinct lead_id's and distinct partner_id's. Return the result table in any order. The query result format is in the following example. ",Database,VG9waWNUYWdOb2RlOjYxMDQz,Easy,91.5,17652,16160,,85,9,,,
Reformat Phone Number,reformat-phone-number,1812,"You are given a phone number as a string number. number consists of digits, spaces ' ', and/or dashes '-'. You would like to reformat the phone number in a certain manner. Firstly, remove all spaces and dashes. Then, group the digits from left to right into blocks of length 3 until there are 4 or fewer digits. The final digits are then grouped as follows: The blocks are then joined by dashes. Notice that the reformatting process should never produce any blocks of length 1 and produce at most two blocks of length 2. Return the phone number after formatting. ",String,VG9waWNUYWdOb2RlOjEw,Easy,65.0,37074,24090,,202,160,"Discard all the spaces and dashes. Use a while loop. While the string still has digits, check its length and see which rule to apply.",,
Maximum Erasure Value,maximum-erasure-value,1813,"You are given an array of positive integers nums and want to erase a subarray containing unique elements. The score you get by erasing the subarray is equal to the sum of its elements. Return the maximum score you can get by erasing exactly one subarray. An array b is called to be a subarray of a if it forms a contiguous subsequence of a, that is, if it is equal to a[l],a[l+1],...,a[r] for some (l,r). ","Array,Hash Table,Sliding Window","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjU1ODIx",Medium,52.4,78337,41076,,823,14,The main point here is for the subarray to contain unique elements for each index. Only the first subarrays starting from that index have unique elements. This can be solved using the two pointers technique,3,Longest Substring Without Repeating Characters
