Question Title,Question Slug,Question ID,Question Text,Topic Tagged text,Topic Tagged ID,Difficulty Level,Success Rate,total submission,total accepted,company tag,Likes,Dislikes,Hints,Similar Questions ID,Similar Questions Text
One Edit Distance,one-edit-distance,161,,"Two Pointers,String","VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEw",Medium,33.9,505408,171423,,1112,164,,72,Edit Distance
Find Peak Element,find-peak-element,162,"A peak element is an element that is strictly greater than its neighbors. Given an integer array nums, find a peak element, and return its index. If the array contains multiple peaks, return the index to any of the peaks. You may imagine that nums[-1] = nums[n] = -∞. You must write an algorithm that runs in O(log n) time. ","Array,Binary Search","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx",Medium,45.9,1665853,764441,,5815,3661,,"882,2047,2273,2316","Peak Index in a Mountain Array,Find a Peak Element II,Pour Water Between Buckets to Make Water Levels Equal,Count Hills and Valleys in an Array"
Missing Ranges,missing-ranges,163,,Array,VG9waWNUYWdOb2RlOjU=,Easy,31.2,533983,166594,,759,2499,,228,Summary Ranges
Maximum Gap,maximum-gap,164,"Given an integer array nums, return the maximum difference between two successive elements in its sorted form. If the array contains less than two elements, return 0. You must write an algorithm that runs in linear time and uses linear extra space. ","Array,Sorting,Bucket Sort,Radix Sort","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDYw,VG9waWNUYWdOb2RlOjYxMDYx",Hard,41.3,333410,137727,,2054,281,,,
Compare Version Numbers,compare-version-numbers,165,"Given two version numbers, version1 and version2, compare them. Version numbers consist of one or more revisions joined by a dot '.'. Each revision consists of digits and may contain leading zeros. Every revision contains at least one character. Revisions are 0-indexed from left to right, with the leftmost revision being revision 0, the next revision being revision 1, and so on. For example 2.5.33 and 0.1 are valid version numbers. To compare version numbers, compare their revisions in left-to-right order. Revisions are compared using their integer value ignoring any leading zeros. This means that revisions 1 and 001 are considered equal. If a version number does not specify a revision at an index, then treat the revision as 0. For example, version 1.0 is less than version 1.1 because their revision 0s are the same, but their revision 1s are 0 and 1 respectively, and 0 < 1. Return the following: ","Two Pointers,String","VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEw",Medium,34.5,908413,313170,,1565,2237,,,
Fraction to Recurring Decimal,fraction-to-recurring-decimal,166,"Given two integers representing the numerator and denominator of a fraction, return the fraction in string format. If the fractional part is repeating, enclose the repeating part in parentheses. If multiple answers are possible, return any of them. It is guaranteed that the length of the answer string is less than 104 for all the given inputs. ","Hash Table,Math,String","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEw",Medium,23.6,770005,181343,,1555,2915,"No scary math, just apply elementary math knowledge. Still remember how to perform a long division? Try a long division on 4/9, the repeating part is obvious. Now try 4/333. Do you see a pattern? Notice that once the remainder starts repeating, so does the divided result. Be wary of edge cases! List out as many test cases as you can think of and test your code thoroughly.",,
Two Sum II - Input Array Is Sorted,two-sum-ii-input-array-is-sorted,167,"Given a 1-indexed array of integers numbers that is already sorted in non-decreasing order, find two numbers such that they add up to a specific target number. Let these two numbers be numbers[index1] and numbers[index2] where 1 <= index1 < index2 <= numbers.length. Return the indices of the two numbers, index1 and index2, added by one as an integer array [index1, index2] of length 2. The tests are generated such that there is exactly one solution. You may not use the same element twice. Your solution must use only constant extra space. ","Array,Two Pointers,Binary Search","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEx",Medium,58.6,1583339,928226,,5160,923,,"1,653,1083","Two Sum,Two Sum IV - Input is a BST,Two Sum Less Than K"
Excel Sheet Column Title,excel-sheet-column-title,168,"Given an integer columnNumber, return its corresponding column title as it appears in an Excel sheet. For example: ","Math,String","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEw",Easy,33.8,915696,309891,,2707,407,,"171,2304","Excel Sheet Column Number,Cells in a Range on an Excel Sheet"
Majority Element,majority-element,169,"Given an array nums of size n, return the majority element. The majority element is the element that appears more than ⌊n / 2⌋ times. You may assume that the majority element always exists in the array. ","Array,Hash Table,Divide and Conquer,Sorting,Counting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEy,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDYy",Easy,62.8,1906897,1198357,,9327,333,,"229,1102","Majority Element II,Check If a Number Is Majority Element in a Sorted Array"
Two Sum III - Data structure design,two-sum-iii-data-structure-design,170,,"Array,Hash Table,Two Pointers,Design,Data Stream","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjYxMDYz",Easy,36.7,335478,123087,,531,367,,"1,288,653","Two Sum,Unique Word Abbreviation,Two Sum IV - Input is a BST"
Excel Sheet Column Number,excel-sheet-column-number,171,"Given a string columnTitle that represents the column title as appear in an Excel sheet, return its corresponding column number. For example: ","Math,String","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEw",Easy,60.6,818368,495807,,3221,271,,"168,2304","Excel Sheet Column Title,Cells in a Range on an Excel Sheet"
Factorial Trailing Zeroes,factorial-trailing-zeroes,172,"Given an integer n, return the number of trailing zeroes in n!. Note that n! = n * (n - 1) * (n - 2) * ... * 3 * 2 * 1. ",Math,VG9waWNUYWdOb2RlOjg=,Medium,40.7,769195,313232,,1949,1657,,"233,809,2222","Number of Digit One,Preimage Size of Factorial Zeroes Function,Abbreviating the Product of a Range"
Binary Search Tree Iterator,binary-search-tree-iterator,173,"Implement the BSTIterator class that represents an iterator over the in-order traversal of a binary search tree (BST): Notice that by initializing the pointer to a non-existent smallest number, the first call to next() will return the smallest element in the BST. You may assume that next() calls will always be valid. That is, there will be at least a next number in the in-order traversal when next() is called. ","Stack,Tree,Design,Binary Search Tree,Binary Tree,Iterator","VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjMw,VG9waWNUYWdOb2RlOjYxMDU3,VG9waWNUYWdOb2RlOjYxMDY0",Medium,65.7,799738,525235,,5195,362,,"94,251,281,284,285,1729","Binary Tree Inorder Traversal,Flatten 2D Vector,Zigzag Iterator,Peeking Iterator,Inorder Successor in BST,Binary Search Tree Iterator II"
Dungeon Game,dungeon-game,174,"The demons had captured the princess and imprisoned her in the bottom-right corner of a dungeon. The dungeon consists of m x n rooms laid out in a 2D grid. Our valiant knight was initially positioned in the top-left room and must fight his way through dungeon to rescue the princess. The knight has an initial health point represented by a positive integer. If at any point his health point drops to 0 or below, he dies immediately. Some of the rooms are guarded by demons (represented by negative integers), so the knight loses health upon entering these rooms; other rooms are either empty (represented as 0) or contain magic orbs that increase the knight's health (represented by positive integers). To reach the princess as quickly as possible, the knight decides to move only rightward or downward in each step. Return the knight's minimum initial health so that he can rescue the princess. Note that any room can contain threats or power-ups, even the first room the knight enters and the bottom-right room where the princess is imprisoned. ","Array,Dynamic Programming,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDUz",Hard,36.4,465945,169797,,3977,80,,"62,64,741,2354","Unique Paths,Minimum Path Sum,Cherry Pickup,Minimum Health to Beat Game"
Combine Two Tables,combine-two-tables,175,"Table: Person  Table: Address  Write an SQL query to report the first name, last name, city, and state of each person in the Person table. If the address of a personId is not present in the Address table, report null instead. Return the result table in any order. The query result format is in the following example. ",Database,VG9waWNUYWdOb2RlOjYxMDQz,Easy,70.0,745530,521526,,1864,185,,577,Employee Bonus
Second Highest Salary,second-highest-salary,176,"Table: Employee  Write an SQL query to report the second highest salary from the Employee table. If there is no second highest salary, the query should report null. The query result format is in the following example. ",Database,VG9waWNUYWdOb2RlOjYxMDQz,Medium,35.2,1311546,462069,,1761,703,,,
Nth Highest Salary,nth-highest-salary,177,"Table: Employee  Write an SQL query to report the nth highest salary from the Employee table. If there is no nth highest salary, the query should report null. The query result format is in the following example. ",Database,VG9waWNUYWdOb2RlOjYxMDQz,Medium,36.0,646344,232809,,1024,646,,2336,The Number of Users That Are Eligible for Discount
Rank Scores,rank-scores,178,Table: Scores  Write an SQL query to rank the scores. The ranking should be calculated according to the following rules: Return the result table ordered by score in descending order. The query result format is in the following example. ,Database,VG9waWNUYWdOb2RlOjYxMDQz,Medium,57.3,384697,220318,,1282,204,,,
Largest Number,largest-number,179,"Given a list of non-negative integers nums, arrange them such that they form the largest number and return it. Since the result may be very large, so you need to return a string instead of an integer. ","String,Greedy,Sorting","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDQ5",Medium,32.8,950354,312186,,4751,400,,2284,Smallest Value of the Rearranged Number
Consecutive Numbers,consecutive-numbers,180,Table: Logs  Write an SQL query to find all numbers that appear at least three times consecutively. Return the result table in any order. The query result format is in the following example. ,Database,VG9waWNUYWdOb2RlOjYxMDQz,Medium,45.6,405173,184561,,971,187,,,
Employees Earning More Than Their Managers,employees-earning-more-than-their-managers,181,Table: Employee  Write an SQL query to find the employees who earn more than their managers. Return the result table in any order. The query result format is in the following example. ,Database,VG9waWNUYWdOb2RlOjYxMDQz,Easy,66.2,528367,349741,,1341,152,,,
Duplicate Emails,duplicate-emails,182,Table: Person  Write an SQL query to report all the duplicate emails. Return the result table in any order. The query result format is in the following example. ,Database,VG9waWNUYWdOb2RlOjYxMDQz,Easy,68.8,500539,344202,,1034,46,,,
Customers Who Never Order,customers-who-never-order,183,Table: Customers  Table: Orders  Write an SQL query to report all customers who never order anything. Return the result table in any order. The query result format is in the following example. ,Database,VG9waWNUYWdOb2RlOjYxMDQz,Easy,62.8,528374,332018,,906,72,,,
Department Highest Salary,department-highest-salary,184,Table: Employee  Table: Department  Write an SQL query to find employees who have the highest salary in each of the departments. Return the result table in any order. The query result format is in the following example. ,Database,VG9waWNUYWdOb2RlOjYxMDQz,Medium,46.7,464334,216861,,1076,163,,1214,Highest Grade For Each Student
Department Top Three Salaries,department-top-three-salaries,185,Table: Employee  Table: Department  A company's executives are interested in seeing who earns the most money in each of the company's departments. A high earner in a department is an employee who has a salary in the top three unique salaries for that department. Write an SQL query to find the employees who are high earners in each of the departments. Return the result table in any order. The query result format is in the following example. ,Database,VG9waWNUYWdOb2RlOjYxMDQz,Hard,46.9,348161,163363,,1055,181,,,
Reverse Words in a String II,reverse-words-in-a-string-ii,186,,"Two Pointers,String","VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEw",Medium,50.9,259329,131874,,840,127,,"151,189","Reverse Words in a String,Rotate Array"
Repeated DNA Sequences,repeated-dna-sequences,187,"The DNA sequence is composed of a series of nucleotides abbreviated as 'A', 'C', 'G', and 'T'. When studying DNA, it is useful to identify repeated sequences within the DNA. Given a string s that represents a DNA sequence, return all the 10-letter-long sequences (substrings) that occur more than once in a DNA molecule. You may return the answer in any order. ","Hash Table,String,Bit Manipulation,Sliding Window,Rolling Hash,Hash Function","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE5,VG9waWNUYWdOb2RlOjU1ODIx,VG9waWNUYWdOb2RlOjU2NTk4,VG9waWNUYWdOb2RlOjYxMDY1",Medium,44.6,587059,261815,,1945,406,,,
Best Time to Buy and Sell Stock IV,best-time-to-buy-and-sell-stock-iv,188,"You are given an integer array prices where prices[i] is the price of a given stock on the ith day, and an integer k. Find the maximum profit you can achieve. You may complete at most k transactions. Note: You may not engage in multiple transactions simultaneously (i.e., you must sell the stock before you buy again). ","Array,Dynamic Programming","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz",Hard,33.5,716430,239980,,3790,152,,"121,122,123","Best Time to Buy and Sell Stock,Best Time to Buy and Sell Stock II,Best Time to Buy and Sell Stock III"
Rotate Array,rotate-array,189,"Given an array, rotate the array to the right by k steps, where k is non-negative. ","Array,Math,Two Pointers","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjk=",Medium,38.5,2796554,1077386,,9117,1268,"The easiest solution would use additional memory and that is perfectly fine. The actual trick comes when trying to solve this problem without using any additional memory. This means you need to use the original array somehow to move the elements around. Now, we can place each element in its original location and shift all the elements around it to adjust as that would be too costly and most likely will time out on larger input arrays. One line of thought is based on reversing the array (or parts of it) to obtain the desired result. Think about how reversal might potentially help us out by using an example. The other line of thought is a tad bit complicated but essentially it builds on the idea of placing each element in its original position while keeping track of the element originally in that position. Basically, at every step, we place an element in its rightful position and keep track of the element already there or the one being overwritten in an additional variable. We can't do this in one linear pass and the idea here is based on cyclic-dependencies between elements.","61,186","Rotate List,Reverse Words in a String II"
Reverse Bits,reverse-bits,190,Reverse bits of a given 32 bits unsigned integer. Note: ,"Divide and Conquer,Bit Manipulation","VG9waWNUYWdOb2RlOjEy,VG9waWNUYWdOb2RlOjE5",Easy,48.6,944361,459430,,2939,789,,"7,191,2238","Reverse Integer,Number of 1 Bits,A Number After a Double Reversal"
Number of 1 Bits,number-of-1-bits,191,Write a function that takes an unsigned integer and returns the number of '1' bits it has (also known as the Hamming weight). Note: ,Bit Manipulation,VG9waWNUYWdOb2RlOjE5,Easy,60.2,1157530,697346,,2922,785,,"190,231,338,401,461,693,767","Reverse Bits,Power of Two,Counting Bits,Binary Watch,Hamming Distance,Binary Number with Alternating Bits,Prime Number of Set Bits in Binary Representation"
Word Frequency,word-frequency,192,"Write a bash script to calculate the frequency of each word in a text file words.txt. For simplicity sake, you may assume: Example: Assume that words.txt has the following content: Your script should output the following, sorted by descending frequency: Note:",Shell,VG9waWNUYWdOb2RlOjYxMDQ0,Medium,25.6,143923,36852,,362,239,,347,Top K Frequent Elements
Valid Phone Numbers,valid-phone-numbers,193,"Given a text file file.txt that contains a list of phone numbers (one per line), write a one-liner bash script to print all valid phone numbers. You may assume that a valid phone number must appear in one of the following two formats: (xxx) xxx-xxxx or xxx-xxx-xxxx. (x means a digit) You may also assume each line in the text file must not contain leading or trailing white spaces. Example: Assume that file.txt has the following content: Your script should output the following valid phone numbers:",Shell,VG9waWNUYWdOb2RlOjYxMDQ0,Easy,25.8,213440,55140,,265,704,,,
Transpose File,transpose-file,194,"Given a text file file.txt, transpose its content. You may assume that each row has the same number of columns, and each field is separated by the ' ' character. Example: If file.txt has the following content: Output the following:",Shell,VG9waWNUYWdOb2RlOjYxMDQ0,Medium,25.0,72692,18204,,105,241,,,
Tenth Line,tenth-line,195,"Given a text file file.txt, print just the 10th line of the file. Example: Assume that file.txt has the following content: Your script should output the tenth line, which is:",Shell,VG9waWNUYWdOb2RlOjYxMDQ0,Easy,32.9,220761,72559,,259,336,,,
Delete Duplicate Emails,delete-duplicate-emails,196,"Table: Person  Write an SQL query to delete all the duplicate emails, keeping only one unique email with the smallest id. Note that you are supposed to write a DELETE statement and not a SELECT one. Return the result table in any order. The query result format is in the following example. ",Database,VG9waWNUYWdOb2RlOjYxMDQz,Easy,51.9,408492,211951,,62,18,,,
Rising Temperature,rising-temperature,197,Table: Weather  Write an SQL query to find all dates' Id with higher temperatures compared to its previous dates (yesterday). Return the result table in any order. The query result format is in the following example. ,Database,VG9waWNUYWdOb2RlOjYxMDQz,Easy,42.4,511091,216573,,849,349,,,
House Robber,house-robber,198,"You are a professional robber planning to rob houses along a street. Each house has a certain amount of money stashed, the only constraint stopping you from robbing each of them is that adjacent houses have security systems connected and it will automatically contact the police if two adjacent houses were broken into on the same night. Given an integer array nums representing the amount of money of each house, return the maximum amount of money you can rob tonight without alerting the police. ","Array,Dynamic Programming","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz",Medium,47.0,2334058,1098090,,11854,255,,"152,213,256,276,337,600,656,740,2262","Maximum Product Subarray,House Robber II,Paint House,Paint Fence,House Robber III,Non-negative Integers without Consecutive Ones,Coin Path,Delete and Earn,Solving Questions With Brainpower"
Binary Tree Right Side View,binary-tree-right-side-view,199,"Given the root of a binary tree, imagine yourself standing on the right side of it, return the values of the nodes you can see ordered from top to bottom. ","Tree,Depth-First Search,Breadth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjYxMDU3",Medium,59.5,1098642,653709,,6288,337,,"116,545","Populating Next Right Pointers in Each Node,Boundary of Binary Tree"
Number of Islands,number-of-islands,200,"Given an m x n 2D binary grid grid which represents a map of '1's (land) and '0's (water), return the number of islands. An island is surrounded by water and is formed by connecting adjacent lands horizontally or vertically. You may assume all four edges of the grid are all surrounded by water. ","Array,Depth-First Search,Breadth-First Search,Union Find,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjIz,VG9waWNUYWdOb2RlOjYxMDUz",Medium,53.8,2825342,1518896,,13254,320,,"130,286,305,323,694,695,2035,2103","Surrounded Regions,Walls and Gates,Number of Islands II,Number of Connected Components in an Undirected Graph,Number of Distinct Islands,Max Area of Island,Count Sub Islands,Find All Groups of Farmland"
Bitwise AND of Numbers Range,bitwise-and-of-numbers-range,201,"Given two integers left and right that represent the range [left, right], return the bitwise AND of all numbers in this range, inclusive. ",Bit Manipulation,VG9waWNUYWdOb2RlOjE5,Medium,41.8,510983,213336,,2225,176,,,
Happy Number,happy-number,202,"Write an algorithm to determine if a number n is happy. A happy number is a number defined by the following process: Return true if n is a happy number, and false if not. ","Hash Table,Math,Two Pointers","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjk=",Easy,53.1,1496471,795194,,5193,694,,"141,258,263,2076","Linked List Cycle,Add Digits,Ugly Number,Sum of Digits of String After Convert"
Remove Linked List Elements,remove-linked-list-elements,203,"Given the head of a linked list and an integer val, remove all the nodes of the linked list that has Node.val == val, and return the new head. ","Linked List,Recursion","VG9waWNUYWdOb2RlOjc=,VG9waWNUYWdOb2RlOjMx",Easy,43.4,1582236,686326,,4794,162,,"27,237,2216","Remove Element,Delete Node in a Linked List,Delete the Middle Node of a Linked List"
Count Primes,count-primes,204,"Given an integer n, return the number of prime numbers that are strictly less than n. ","Array,Math,Enumeration,Number Theory","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjYxMDY2,VG9waWNUYWdOb2RlOjYxMDY3",Medium,33.0,1819491,600270,,4703,985,"Let's start with a isPrime function. To determine if a number is prime, we need to check if it is not divisible by any number less than n. The runtime complexity of isPrime function would be O(n) and hence counting the total prime numbers up to n would be O(n2). Could we do better? As we know the number must not be divisible by any number > n / 2, we can immediately cut the total iterations half by dividing only up to n / 2. Could we still do better? Let's write down all of 12's factors:

2 × 6 = 12
3 × 4 = 12
4 × 3 = 12
6 × 2 = 12

As you can see, calculations of 4 × 3 and 6 × 2 are not necessary. Therefore, we only need to consider factors up to √n because, if n is divisible by some number p, then n = p × q and since p ≤ q, we could derive that p ≤ √n.
Our total runtime has now improved to O(n1.5), which is slightly better. Is there a faster approach?

public int countPrimes(int n) {
   int count = 0;
   for (int i = 1; i < n; i++) {
      if (isPrime(i)) count++;
   }
   return count;
}

private boolean isPrime(int num) {
   if (num <= 1) return false;
   // Loop's ending condition is i * i <= num instead of i <= sqrt(num)
   // to avoid repeatedly calling an expensive function sqrt().
   for (int i = 2; i * i <= num; i++) {
      if (num % i == 0) return false;
   }
   return true;
} The Sieve of Eratosthenes is one of the most efficient ways to find all prime numbers up to n. But don't let that name scare you, I promise that the concept is surprisingly simple.


Sieve of Eratosthenes: algorithm steps for primes below 121. ""Sieve of Eratosthenes Animation"" by SKopp is licensed under CC BY 2.0.

We start off with a table of n numbers. Let's look at the first number, 2. We know all multiples of 2 must not be primes, so we mark them off as non-primes. Then we look at the next number, 3. Similarly, all multiples of 3 such as 3 × 2 = 6, 3 × 3 = 9, ... must not be primes, so we mark them off as well. Now we look at the next number, 4, which was already marked off. What does this tell you? Should you mark off all multiples of 4 as well? 4 is not a prime because it is divisible by 2, which means all multiples of 4 must also be divisible by 2 and were already marked off. So we can skip 4 immediately and go to the next number, 5. Now, all multiples of 5 such as 5 × 2 = 10, 5 × 3 = 15, 5 × 4 = 20, 5 × 5 = 25, ... can be marked off. There is a slight optimization here, we do not need to start from 5 × 2 = 10. Where should we start marking off? In fact, we can mark off multiples of 5 starting at 5 × 5 = 25, because 5 × 2 = 10 was already marked off by multiple of 2, similarly 5 × 3 = 15 was already marked off by multiple of 3. Therefore, if the current number is p, we can always mark off multiples of p starting at p2, then in increments of p: p2 + p, p2 + 2p, ... Now what should be the terminating loop condition? It is easy to say that the terminating loop condition is p < n, which is certainly correct but not efficient. Do you still remember Hint #3? Yes, the terminating loop condition can be p < √n, as all non-primes ≥ √n must have already been marked off. When the loop terminates, all the numbers in the table that are non-marked are prime.
The Sieve of Eratosthenes uses an extra O(n) memory and its runtime complexity is O(n log log n). For the more mathematically inclined readers, you can read more about its algorithm complexity on Wikipedia.

public int countPrimes(int n) {
   boolean[] isPrime = new boolean[n];
   for (int i = 2; i < n; i++) {
      isPrime[i] = true;
   }
   // Loop's ending condition is i * i < n instead of i < sqrt(n)
   // to avoid repeatedly calling an expensive function sqrt().
   for (int i = 2; i * i < n; i++) {
      if (!isPrime[i]) continue;
      for (int j = i * i; j < n; j += i) {
         isPrime[j] = false;
      }
   }
   int count = 0;
   for (int i = 2; i < n; i++) {
      if (isPrime[i]) count++;
   }
   return count;
}","263,264,279","Ugly Number,Ugly Number II,Perfect Squares"
Isomorphic Strings,isomorphic-strings,205,"Given two strings s and t, determine if they are isomorphic. Two strings s and t are isomorphic if the characters in s can be replaced to get t. All occurrences of a character must be replaced with another character while preserving the order of characters. No two characters may map to the same character, but a character may map to itself. ","Hash Table,String","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw",Easy,42.1,1160012,487870,,3435,638,,290,Word Pattern
Reverse Linked List,reverse-linked-list,206,"Given the head of a singly linked list, reverse the list, and return the reversed list. ","Linked List,Recursion","VG9waWNUYWdOb2RlOjc=,VG9waWNUYWdOb2RlOjMx",Easy,70.1,2927119,2052205,,11446,199,,"92,156,234,2196,2236","Reverse Linked List II,Binary Tree Upside Down,Palindrome Linked List,Reverse Nodes in Even Length Groups,Maximum Twin Sum of a Linked List"
