Question Title,Question Slug,Question ID,Question Text,Topic Tagged text,Topic Tagged ID,Difficulty Level,Success Rate,total submission,total accepted,company tag,Likes,Dislikes,Hints,Similar Questions ID,Similar Questions Text
Count Square Submatrices with All Ones,count-square-submatrices-with-all-ones,1402,"Given a m * n matrix of ones and zeros, return how many square submatrices have all ones. ","Array,Dynamic Programming,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDUz",Medium,74.2,215047,159523,,3221,53,"Create an additive table that counts the sum of elements of submatrix with the superior corner at (0,0). Loop over all subsquares in O(n^3) and check if the sum make the whole array to be ones, if it checks then add 1 to the answer.","2192,2193","Minimum Cost Homecoming of a Robot in a Grid,Count Fertile Pyramids in a Land"
Palindrome Partitioning III,palindrome-partitioning-iii,1403,You are given a string s containing lowercase letters and an integer k. You need to : Return the minimal number of characters that you need to change to divide the string. ,"String,Dynamic Programming","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz",Hard,60.9,30008,18263,,707,12,"For each substring calculate the minimum number of steps to make it palindrome and store it in a table. Create a dp(pos, cnt) which means the minimum number of characters changed for the suffix of s starting on pos splitting the suffix on cnt chunks.",1871,Palindrome Partitioning IV
Traffic Light Controlled Intersection,traffic-light-controlled-intersection,1410,,Concurrency,VG9waWNUYWdOb2RlOjYxMDQ1,Easy,75.3,11281,8495,,49,241,,,
Students and Examinations,students-and-examinations,1415,,Database,VG9waWNUYWdOb2RlOjYxMDQz,Easy,74.6,31328,23366,,238,32,,,
Subtract the Product and Sum of Digits of an Integer,subtract-the-product-and-sum-of-digits-of-an-integer,1406,,Math,VG9waWNUYWdOb2RlOjg=,Easy,86.3,256607,221436,,1114,186,How to compute all digits of the number ? Use modulus operator (%) to compute the last digit. Generalise modulus operator idea to compute all digits.,,
Group the People Given the Group Size They Belong To,group-the-people-given-the-group-size-they-belong-to,1407,"There are n people that are split into some unknown number of groups. Each person is labeled with a unique ID from 0 to n - 1. You are given an integer array groupSizes, where groupSizes[i] is the size of the group that person i is in. For example, if groupSizes[1] = 3, then person 1 must be in a group of size 3. Return a list of groups such that each person i is in a group of size groupSizes[i]. Each person should appear in exactly one group, and every person must be in a group. If there are multiple answers, return any of them. It is guaranteed that there will be at least one valid solution for the given input. ","Array,Hash Table","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=",Medium,85.3,91779,78252,,995,461,"Put people's IDs with same groupSize into buckets, then split each bucket into groups. Greedy fill until you need a new group.",,
Find the Smallest Divisor Given a Threshold,find-the-smallest-divisor-given-a-threshold,1408,"Given an array of integers nums and an integer threshold, we will choose a positive integer divisor, divide all the array by it, and sum the division's result. Find the smallest divisor such that the result mentioned above is less than or equal to threshold. Each result of the division is rounded to the nearest integer greater than or equal to that element. (For example: 7/3 = 3 and 10/2 = 5). The test cases are generated so that there will be an answer. ","Array,Binary Search","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx",Medium,53.7,151092,81198,,1351,151,Examine every possible number for solution. Choose the largest of them. Use binary search to reduce the time complexity.,2188,Minimized Maximum of Products Distributed to Any Store
Minimum Number of Flips to Convert Binary Matrix to Zero Matrix,minimum-number-of-flips-to-convert-binary-matrix-to-zero-matrix,1409,"Given a m x n binary matrix mat. In one step, you can choose one cell and flip it and all the four neighbors of it if they exist (Flip is changing 1 to 0 and 0 to 1). A pair of cells are called neighbors if they share one edge. Return the minimum number of steps required to convert mat to a zero matrix or -1 if you cannot. A binary matrix is a matrix with all cells equal to 0 or 1 only. A zero matrix is a matrix with all cells equal to 0. ","Array,Bit Manipulation,Breadth-First Search,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE5,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjYxMDUz",Hard,72.0,29496,21243,,573,64,Flipping same index two times is like not flipping it at all. Each index can be flipped one time. Try all possible combinations. O(2^(n*m)).,"2259,2268,2314","Minimum Operations to Remove Adjacent Ones in Matrix,Remove All Ones With Row and Column Flips,Remove All Ones With Row and Column Flips II"
Find the Start and End Number of Continuous Ranges,find-the-start-and-end-number-of-continuous-ranges,1420,,Database,VG9waWNUYWdOb2RlOjYxMDQz,Medium,88.3,24044,21225,,339,23,,"1357,1759","Report Contiguous Dates,Find the Missing IDs"
Iterator for Combination,iterator-for-combination,1211,Design the CombinationIterator class: ,"String,Backtracking,Design,Iterator","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE0,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjYxMDY0",Medium,73.2,84787,62083,,1137,92,Generate all combinations as a preprocessing. Use bit masking to generate all the combinations.,,
Element Appearing More Than 25% In Sorted Array,element-appearing-more-than-25-in-sorted-array,1221,"Given an integer array sorted in non-decreasing order, there is exactly one integer in the array that occurs more than 25% of the time, return that integer. ",Array,VG9waWNUYWdOb2RlOjU=,Easy,59.5,103670,61720,,636,36,Divide the array in four parts [1 - 25%] [25 - 50 %] [50 - 75 %] [75% - 100%] The answer should be in one of the ends of the intervals. In order to check which is element is the answer we can count the frequency with binarySearch.,,
Remove Covered Intervals,remove-covered-intervals,1222,"Given an array intervals where intervals[i] = [li, ri] represent the interval [li, ri), remove all intervals that are covered by another interval in the list. The interval [a, b) is covered by the interval [c, d) if and only if c <= a and b <= d. Return the number of remaining intervals. ","Array,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDQ5",Medium,57.4,166495,95595,,1851,44,How to check if an interval is covered by another? Compare each interval to all others and check if it is covered by any interval.,,
Minimum Falling Path Sum II,minimum-falling-path-sum-ii,1224,"Given an n x n integer matrix grid, return the minimum sum of a falling path with non-zero shifts. A falling path with non-zero shifts is a choice of exactly one element from each row of grid such that no two elements chosen in adjacent rows are in the same column. ","Array,Dynamic Programming,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDUz",Hard,61.2,44781,27426,,761,65,Use dynamic programming. Let dp[i][j] be the answer for the first i rows such that column j is chosen from row i. Use the concept of cumulative array to optimize the complexity of the solution.,967,Minimum Falling Path Sum
Convert Binary Number in a Linked List to Integer,convert-binary-number-in-a-linked-list-to-integer,1411,Given head which is a reference node to a singly-linked list. The value of each node in the linked list is either 0 or 1. The linked list holds the binary representation of a number. Return the decimal value of the number in the linked list. ,"Linked List,Math","VG9waWNUYWdOb2RlOjc=,VG9waWNUYWdOb2RlOjg=",Easy,82.7,340360,281429,,2462,123,Traverse the linked list and store all values in a string or array. convert the values obtained to decimal value. You can solve the problem in O(1) memory using bits operation. use shift left operation ( << ) and or operation ( | ) to get the decimal value in one operation.,,
Sequential Digits,sequential-digits,1212,"An integer has sequential digits if and only if each digit in the number is one more than the previous digit. Return a sorted list of all the integers in the range [low, high] inclusive that have sequential digits. ",Enumeration,VG9waWNUYWdOb2RlOjYxMDY2,Medium,60.9,124148,75563,,1588,98,Generate all numbers with sequential digits and check if they are in the given range. Fix the starting digit then do a recursion that tries to append all valid digits.,,
Maximum Side Length of a Square with Sum Less than or Equal to Threshold,maximum-side-length-of-a-square-with-sum-less-than-or-equal-to-threshold,1413,"Given a m x n matrix mat and an integer threshold, return the maximum side-length of a square with a sum less than or equal to threshold or return 0 if there is no such square. ","Array,Binary Search,Matrix,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjYxMDUz,VG9waWNUYWdOb2RlOjYxMDY4",Medium,52.2,45286,23625,,766,59,Store prefix sum of all grids in another 2D array. Try all possible solutions and if you cannot find one return -1. If x is a valid answer then any y < x is also valid answer. Use binary search to find answer.,,
Shortest Path in a Grid with Obstacles Elimination,shortest-path-in-a-grid-with-obstacles-elimination,1414,"You are given an m x n integer matrix grid where each cell is either 0 (empty) or 1 (obstacle). You can move up, down, left, or right from and to an empty cell in one step. Return the minimum number of steps to walk from the upper left corner (0, 0) to the lower right corner (m - 1, n - 1) given that you can eliminate at most k obstacles. If it is not possible to find such walk return -1. ","Array,Breadth-First Search,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjYxMDUz",Hard,43.6,208324,90733,,2097,39,"Use BFS. BFS on (x,y,r) x,y is coordinate, r is remain number of obstacles you can remove.",550,Shortest Path to Get Food
Weather Type in Each Country,weather-type-in-each-country,1425,,Database,VG9waWNUYWdOb2RlOjYxMDQz,Easy,67.6,34355,23211,,79,18,,,
Find Numbers with Even Number of Digits,find-numbers-with-even-number-of-digits,1421,"Given an array nums of integers, return how many of them contain an even number of digits. ",Array,VG9waWNUYWdOb2RlOjU=,Easy,77.1,545968,421174,,1225,98,How to compute the number of digits of a number ? Divide the number by 10 again and again to get the number of digits.,2215,Finding 3-Digit Even Numbers
Divide Array in Sets of K Consecutive Numbers,divide-array-in-sets-of-k-consecutive-numbers,1422,"Given an array of integers nums and a positive integer k, check whether it is possible to divide this array into sets of k consecutive numbers. Return true if it is possible. Otherwise, return false. ","Array,Hash Table,Greedy,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDQ5",Medium,56.5,104160,58857,,1067,81,"If the smallest number in the possible-to-split array is V, then numbers V+1, V+2, ... V+k-1 must contain there as well. You can iteratively find k sets and remove them from array until it becomes empty. Failure to do so would mean that array is unsplittable.","659,2261","Split Array into Consecutive Subsequences,All Divisions With the Highest Score of a Binary Array"
Maximum Number of Occurrences of a Substring,maximum-number-of-occurrences-of-a-substring,1423,"Given a string s, return the maximum number of ocurrences of any substring under the following rules: ","Hash Table,String,Sliding Window","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjU1ODIx",Medium,52.4,61668,32288,,598,291,"Check out the constraints, (maxSize <=26). This means you can explore all substrings in O(n * 26). Find the Maximum Number of Occurrences of a Substring with bruteforce.",,
Maximum Candies You Can Get from Boxes,maximum-candies-you-can-get-from-boxes,1424,"You have n boxes labeled from 0 to n - 1. You are given four arrays: status, candies, keys, and containedBoxes where: You are given an integer array initialBoxes that contains the labels of the boxes you initially have. You can take all the candies in any open box and you can use the keys in it to open new boxes and you also can use the boxes you find in it. Return the maximum number of candies you can get following the rules above. ","Array,Breadth-First Search","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjIy",Hard,60.9,16503,10045,,177,112,Use Breadth First Search (BFS) to traverse all possible boxes you can open. Only push to the queue the boxes the you have with their keys.,,
Replace Elements with Greatest Element on Right Side,replace-elements-with-greatest-element-on-right-side,1231,"Given an array arr, replace every element in that array with the greatest element among the elements to its right, and replace the last element with -1. After doing so, return the array. ",Array,VG9waWNUYWdOb2RlOjU=,Easy,74.5,270455,201365,,1208,164,Loop through the array starting from the end. Keep the maximum value seen so far.,2199,Two Furthest Houses With Different Colors
Sum of Mutated Array Closest to Target,sum-of-mutated-array-closest-to-target,1232,"Given an integer array arr and a target value target, return the integer value such that when we change all the integers larger than value in the given array to be equal to value, the sum of the array gets as close as possible (in absolute difference) to target. In case of a tie, return the minimum such integer. Notice that the answer is not neccesarilly a number from arr. ","Array,Binary Search,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjYxMDQ5",Medium,42.5,57122,24305,,736,89,"If you draw a graph with the value on one axis and the absolute difference between the target and the array sum, what will you get? That graph is uni-modal. Use ternary search on that graph to find the best value.",,
Number of Paths with Max Score,number-of-paths-with-max-score,1234,"You are given a square board of characters. You can move on the board starting at the bottom right square marked with the character 'S'. You need to reach the top left square marked with the character 'E'. The rest of the squares are labeled either with a numeric character 1, 2, ..., 9 or with an obstacle 'X'. In one move you can go up, left or up-left (diagonally) only if there is no obstacle there. Return a list of two integers: the first integer is the maximum sum of numeric characters you can collect, and the second is the number of such paths that you can take to get that maximum sum, taken modulo 10^9 + 7. In case there is no path, return [0, 0]. ","Array,Dynamic Programming,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDUz",Hard,38.8,23330,9051,,319,17,Use dynamic programming to find the path with the max score. Use another dynamic programming array to count the number of paths with max score.,,
Deepest Leaves Sum,deepest-leaves-sum,1254,,"Tree,Depth-First Search,Breadth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjYxMDU3",Medium,85.7,194325,166448,,2408,77,Traverse the tree to find the max depth. Traverse the tree again to compute the sum required.,,
Find the Team Size,find-the-team-size,1438,,Database,VG9waWNUYWdOb2RlOjYxMDQz,Easy,90.7,43958,39887,,211,12,,,
Find N Unique Integers Sum up to Zero,find-n-unique-integers-sum-up-to-zero,1426,"Given an integer n, return any array containing n unique integers such that they add up to 0. ","Array,Math","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=",Easy,76.9,175888,135316,,1047,456,"Return an array where the values are symmetric. (+x , -x). If n is odd, append value 0 in your returned array.",,
All Elements in Two Binary Search Trees,all-elements-in-two-binary-search-trees,1427,"Given two binary search trees root1 and root2, return a list containing all the integers from both trees sorted in ascending order. ","Tree,Depth-First Search,Binary Search Tree,Sorting,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjMw,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDU3",Medium,79.6,200538,159646,,2179,64,Traverse the first tree in list1 and the second tree in list2. Merge the two trees in one list and sort it.,,
Jump Game III,jump-game-iii,1428,"Given an array of non-negative integers arr, you are initially positioned at start index of the array. When you are at index i, you can jump to i + arr[i] or i - arr[i], check if you can reach to any index with value 0. Notice that you can not jump outside of the array at any time. ","Array,Depth-First Search,Breadth-First Search","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy",Medium,62.8,225811,141718,,2638,63,Think of BFS to solve the problem. When you reach a position with a value = 0 then return true.,"45,55,2001","Jump Game II,Jump Game,Jump Game VII"
