Question Title,Question Slug,Question ID,Question Text,Topic Tagged text,Topic Tagged ID,Difficulty Level,Success Rate,total submission,total accepted,company tag,Likes,Dislikes,Hints,Similar Questions ID,Similar Questions Text
Longest Repeating Substring,longest-repeating-substring,1060,,"String,Binary Search,Dynamic Programming,Rolling Hash,Suffix Array,Hash Function","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjU2NTk4,VG9waWNUYWdOb2RlOjU2Njk4,VG9waWNUYWdOb2RlOjYxMDY1",Medium,59.2,44211,26195,,502,33,Generate all substrings in O(N^2) time with hashing. Choose those hashing of strings with the largest length.,,
Number of Valid Subarrays,number-of-valid-subarrays,1061,,"Array,Stack,Monotonic Stack","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjYxMDU0",Hard,73.6,8338,6134,,175,8,Given a data structure that answers queries of the type to find the minimum in a range of an array (Range minimum query (RMQ) sparse table) in O(1) time. How can you solve this problem? For each starting index do a binary search with an RMQ to find the ending possible position.,2233,Number of Smooth Descent Periods of a Stock
Fixed Point,fixed-point,1066,,"Array,Binary Search","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx",Easy,64.0,53983,34529,,336,59,Loop over the array and check the first index i such A[i] == i,,
Index Pairs of a String,index-pairs-of-a-string,1075,,"Array,String,Trie,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjI3,VG9waWNUYWdOb2RlOjYxMDQ5",Easy,62.2,26750,16637,,225,75,"For each string of the set, look for matches and store those matches indices.",,
Campus Bikes II,campus-bikes-ii,1067,,"Array,Dynamic Programming,Backtracking,Bit Manipulation,Bitmask","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE0,VG9waWNUYWdOb2RlOjE5,VG9waWNUYWdOb2RlOjYxMDc4",Medium,54.7,69273,37896,,685,57,"Model the problem with a dp(pos, mask) where pos represents the current bike to be assigned and mask the set of available workers.",1052,Campus Bikes
Digit Count in Range,digit-count-in-range,1068,,"Math,Dynamic Programming","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEz",Hard,42.8,6242,2674,,64,14,Define a function f(x) to get the requested sum from 1 to x. So the answer will be f(hi) - f(lo - 1) In order to solve f(x) we need to do a DP over digits approach.,233,Number of Digit One
Product Sales Analysis I,product-sales-analysis-i,1153,,Database,VG9waWNUYWdOb2RlOjYxMDQz,Easy,81.0,59102,47886,,86,95,,1154,Product Sales Analysis II
Product Sales Analysis II,product-sales-analysis-ii,1154,,Database,VG9waWNUYWdOb2RlOjYxMDQz,Easy,82.5,47270,38977,,56,143,,"1153,1155","Product Sales Analysis I,Product Sales Analysis III"
Product Sales Analysis III,product-sales-analysis-iii,1155,,Database,VG9waWNUYWdOb2RlOjYxMDQz,Medium,49.7,60568,30090,,70,266,,1154,Product Sales Analysis II
Greatest Common Divisor of Strings,greatest-common-divisor-of-strings,1146,"For two strings s and t, we say ""t divides s"" if and only if s = t + ... + t (i.e., t is concatenated with itself one or more times). Given two strings str1 and str2, return the largest string x such that x divides both str1 and str2. ","Math,String","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEw",Easy,51.5,138025,71079,,1267,253,"The greatest common divisor must be a prefix of each string, so we can try all prefixes.",2106,Find Greatest Common Divisor of Array
Flip Columns For Maximum Number of Equal Rows,flip-columns-for-maximum-number-of-equal-rows,1147,"You are given an m x n binary matrix matrix. You can choose any number of columns in the matrix and flip every cell in that column (i.e., Change the value of the cell from 0 to 1 or vice versa). Return the maximum number of rows that have all values equal after some number of flips. ","Array,Hash Table,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjYxMDUz",Medium,63.1,26409,16653,,523,36,"Flipping a subset of columns is like doing a bitwise XOR of some number K onto each row.  We want rows X with X ^ K = all 0s or all 1s.  This is the same as X = X^K ^K = (all 0s or all 1s) ^ K, so we want to count rows that have opposite bits set.  For example, if K = 1, then we count rows X = (00000...001, or 1111....110).",,
Adding Two Negabinary Numbers,adding-two-negabinary-numbers,1148,"Given two numbers arr1 and arr2 in base -2, return the result of adding them together. Each number is given in array format:  as an array of 0s and 1s, from most significant bit to least significant bit.  For example, arr = [1,1,0,1] represents the number (-2)^3 + (-2)^2 + (-2)^0 = -3.  A number arr in array, format is also guaranteed to have no leading zeros: either arr == [0] or arr[0] == 1. Return the result of adding arr1 and arr2 in the same format: as an array of 0s and 1s with no leading zeros. ","Array,Math","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=",Medium,35.8,32879,11771,,214,89,"We can try to determine the last digit of the answer, then divide everything by 2 and repeat.",,
Number of Submatrices That Sum to Target,number-of-submatrices-that-sum-to-target,1145,"Given a matrix and a target, return the number of non-empty submatrices that sum to target. A submatrix x1, y1, x2, y2 is the set of all cells matrix[x][y] with x1 <= x <= x2 and y1 <= y <= y2. Two submatrices (x1, y1, x2, y2) and (x1', y1', x2', y2') are different if they have some coordinate that is different: for example, if x1 != x1'. ","Array,Hash Table,Matrix,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjYxMDUz,VG9waWNUYWdOb2RlOjYxMDY4",Hard,66.3,72072,47807,,1530,37,"Using a 2D prefix sum, we can query the sum of any submatrix in O(1) time.
Now for each (r1, r2), we can find the largest sum of a submatrix that uses every row in [r1, r2] in linear time using a sliding window.",,
Project Employees I,project-employees-i,1161,,Database,VG9waWNUYWdOb2RlOjYxMDQz,Easy,66.9,54949,36775,,80,63,,1162,Project Employees II
Project Employees II,project-employees-ii,1162,,Database,VG9waWNUYWdOb2RlOjYxMDQz,Easy,51.2,76163,39027,,143,44,,"1161,1163","Project Employees I,Project Employees III"
Project Employees III,project-employees-iii,1163,,Database,VG9waWNUYWdOb2RlOjYxMDQz,Medium,78.5,43511,34145,,174,6,,1162,Project Employees II
Occurrences After Bigram,occurrences-after-bigram,1156,"Given two strings first and second, consider occurrences in some text of the form ""first second third"", where second comes immediately after first, and third comes immediately after second. Return an array of all the words third for each occurrence of ""first second third"". ",String,VG9waWNUYWdOb2RlOjEw,Easy,64.2,79598,51126,,319,289,"Split the string into words, then look at adjacent triples of words.",,
Letter Tile Possibilities,letter-tile-possibilities,1160,"You have n  tiles, where each tile has one letter tiles[i] printed on it. Return the number of possible non-empty sequences of letters you can make using the letters printed on those tiles. ","String,Backtracking","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE0",Medium,76.2,87888,66986,,1609,46,Try to build the string with a backtracking DFS by considering what you can put in every position.,,
Insufficient Nodes in Root to Leaf Paths,insufficient-nodes-in-root-to-leaf-paths,1157,"Given the root of a binary tree and an integer limit, delete all insufficient nodes in the tree simultaneously, and return the root of the resulting binary tree. A node is insufficient if every root to leaf path intersecting this node has a sum strictly less than limit. A leaf is a node with no children. ","Tree,Depth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjYxMDU3",Medium,51.9,48380,25100,,407,547,"Consider a DFS traversal of the tree.  You can keep track of the current path sum from root to this node, and you can also use DFS to return the minimum value of any path from this node to the leaf.  This will tell you if this node is insufficient.",,
Smallest Subsequence of Distinct Characters,smallest-subsequence-of-distinct-characters,1159,"Given a string s, return the lexicographically smallest subsequence of s that contains all the distinct characters of s exactly once. ","String,Stack,Greedy,Monotonic Stack","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDU0",Medium,56.8,66954,38059,,1618,142,Greedily try to add one missing character. How to check if adding some character will not cause problems ? Use bit-masks to check whether you will be able to complete the sub-sequence if you add the character at some index i.,1792,Find the Most Competitive Subsequence
Sales Analysis I,sales-analysis-i,1172,,Database,VG9waWNUYWdOb2RlOjYxMDQz,Easy,75.2,53745,40416,,144,53,,1173,Sales Analysis II
Sales Analysis II,sales-analysis-ii,1173,,Database,VG9waWNUYWdOb2RlOjYxMDQz,Easy,50.5,80331,40547,,182,37,,"1172,1174","Sales Analysis I,Sales Analysis III"
Sales Analysis III,sales-analysis-iii,1174,"Table: Product Table: Sales  Write an SQL query that reports the products that were only sold in the spring of 2019. That is, between 2019-01-01 and 2019-03-31 inclusive. Return the result table in any order. The query result format is in the following example. ",Database,VG9waWNUYWdOb2RlOjYxMDQz,Easy,53.6,76461,40952,,172,59,,1173,Sales Analysis II
Sum of Digits in the Minimum Number,sum-of-digits-in-the-minimum-number,1082,,"Array,Math","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=",Easy,75.7,26191,19820,,86,139,How to find the minimum number in an array? Loop over the array and compare each one of the numbers. How to find the sum of digits? Divide the number consecutively and get their remainder modulus 10. Sum those remainders and return the answer as the problem asks.,258,Add Digits
High Five,high-five,1074,,"Array,Hash Table,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjYxMDQ5",Easy,75.5,108357,81772,,654,105,How can we solve the problem if we have just one student? Given an student sort their grades and get the top 5 average. Generalize the idea to do it for many students.,,
Brace Expansion,brace-expansion,1076,,"String,Backtracking,Breadth-First Search","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE0,VG9waWNUYWdOb2RlOjIy",Medium,65.7,63802,41910,,531,45,"All generated strings are of the same size. How can we generate all of these strings? Do a backtracking on which each level of it has to choose one single (e.g. 'a') character or any character of the given parenthesized group (e.g. ""{a,b,c}"")","394,800,1188","Decode String,Letter Case Permutation,Brace Expansion II"
Confusing Number II,confusing-number-ii,1077,,"Math,Backtracking","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjE0",Hard,46.4,62348,28948,,360,99,"Which set of digits have the valid numbers? Only 0, 1, 6, 8, 9 are the valid set of digits, do a backtracking to generate all the numbers containing this digits and check they are valid.",1069,Confusing Number
Duplicate Zeros,duplicate-zeros,1168,"Given a fixed-length integer array arr, duplicate each occurrence of zero, shifting the remaining elements to the right. Note that elements beyond the length of the original array are not written. Do the above modifications to the input array in place and do not return anything. ","Array,Two Pointers","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjk=",Easy,51.1,509601,260589,,1624,522,"This is a great introductory problem for understanding and working with the concept of in-place operations. The problem statement clearly states that we are to modify the array in-place. That does not mean we cannot use another array. We just don't have to return anything. A better way to solve this would be without using additional space. The only reason the problem statement allows you to make modifications in place is that it hints at avoiding any additional memory. The main problem with not using additional memory is that we might override elements due to the zero duplication requirement of the problem statement. How do we get around that? If we had enough space available, we would be able to accommodate all the elements properly. The new length would be the original length of the array plus the number of zeros. Can we use this information somehow to solve the problem?",,
Largest Values From Labels,largest-values-from-labels,1169,There is a set of n items. You are given two integer arrays values and labels where the value and the label of the ith element are values[i] and labels[i] respectively. You are also given two integers numWanted and useLimit. Choose a subset s of the n elements such that: The score of a subset is the sum of the values in the subset. Return the maximum score of a subset s. ,"Array,Hash Table,Greedy,Sorting,Counting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDYy",Medium,60.6,45306,27444,,286,549,"Consider the items in order from largest to smallest value, and greedily take the items if they fall under the use_limit.  We can keep track of how many items of each label are used by using a hash table.",,
Shortest Path in Binary Matrix,shortest-path-in-binary-matrix,1171,"Given an n x n binary matrix grid, return the length of the shortest clear path in the matrix. If there is no clear path, return -1. A clear path in a binary matrix is a path from the top-left cell (i.e., (0, 0)) to the bottom-right cell (i.e., (n - 1, n - 1)) such that: The length of a clear path is the number of visited cells of this path. ","Array,Breadth-First Search,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjYxMDUz",Medium,42.6,417296,177808,,2498,123,Do a breadth first search to find the shortest path.,,
Shortest Common Supersequence ,shortest-common-supersequence,1170,"Given two strings str1 and str2, return the shortest string that has both str1 and str2 as subsequences. If there are multiple valid strings, return any of them. A string s is a subsequence of string t if deleting some number of characters from t (possibly 0) results in the string s. ","String,Dynamic Programming","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz",Hard,55.9,78404,43824,,2133,41,"We can find the length of the longest common subsequence between str1[i:] and str2[j:] (for all (i, j)) by using dynamic programming.  We can use this information to recover the longest common supersequence.",1250,Longest Common Subsequence
Statistics from a Large Sample,statistics-from-a-large-sample,1183,"You are given a large sample of integers in the range [0, 255]. Since the sample is so large, it is represented by an array count where count[k] is the number of times that k appears in the sample. Calculate the following statistics: Return the statistics of the sample as an array of floating-point numbers [minimum, maximum, mean, median, mode]. Answers within 10-5 of the actual answer will be accepted. ","Math,Two Pointers,Probability and Statistics","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjYxMDc5",Medium,45.9,28902,13256,,51,53,The hard part is the median.  Write a helper function which finds the k-th element from the sample.,,
Car Pooling,car-pooling,1184,"There is a car with capacity empty seats. The vehicle only drives east (i.e., it cannot turn around and drive west). You are given the integer capacity and an array trips where trips[i] = [numPassengersi, fromi, toi] indicates that the ith trip has numPassengersi passengers and the locations to pick them up and drop them off are fromi and toi respectively. The locations are given as the number of kilometers due east from the car's initial location. Return true if it is possible to pick up and drop off all passengers for all the given trips, or false otherwise. ","Array,Sorting,Heap (Priority Queue),Simulation,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDUw,VG9waWNUYWdOb2RlOjYxMDU1,VG9waWNUYWdOb2RlOjYxMDY4",Medium,58.3,257410,149966,,3080,66,"Sort the pickup and dropoff events by location, then process them in order.",253,Meeting Rooms II
Find in Mountain Array,find-in-mountain-array,1185,"(This problem is an interactive problem.) You may recall that an array arr is a mountain array if and only if: Given a mountain array mountainArr, return the minimum index such that mountainArr.get(index) == target. If such an index does not exist, return -1. You cannot access the mountain array directly. You may only access the array using a MountainArray interface: Submissions making more than 100 calls to MountainArray.get will be judged Wrong Answer. Also, any solutions that attempt to circumvent the judge will result in disqualification. ","Array,Binary Search,Interactive","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjYxMDU5",Hard,35.9,118094,42404,,1156,55,"Based on whether A[i-1] < A[i] < A[i+1], A[i-1] < A[i] > A[i+1], or A[i-1] > A[i] > A[i+1], we are either at the left side, peak, or right side of the mountain.  We can binary search to find the peak.
After finding the peak, we can binary search two more times to find whether the value occurs on either side of the peak.","882,1766,2205","Peak Index in a Mountain Array,Minimum Number of Removals to Make Mountain Array,Find Good Days to Rob the Bank"
Brace Expansion II,brace-expansion-ii,1188,"Under the grammar given below, strings can represent a set of lowercase words. Let R(expr) denote the set of words the expression represents. The grammar can best be understood through simple examples: Formally, the three rules for our grammar: Given an expression representing a set of words under the given grammar, return the sorted list of words that the expression represents. ","String,Backtracking,Stack,Breadth-First Search","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE0,VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjIy",Hard,62.5,30326,18961,,365,231,"You can write helper methods to parse the next ""chunk"" of the expression.  If you see eg. ""a"", the answer is just the set {a}.  If you see ""{"", you parse until you complete the ""}"" (the number of { and } seen are equal) and that becomes a chunk that you find where the appropriate commas are, and parse each individual expression between the commas.",1076,Brace Expansion
Game Play Analysis V,game-play-analysis-v,1193,,Database,VG9waWNUYWdOb2RlOjYxMDQz,Hard,55.5,26829,14902,,121,26,,1182,Game Play Analysis IV
Unpopular Books,unpopular-books,1198,,Database,VG9waWNUYWdOb2RlOjYxMDQz,Medium,45.2,59147,26722,,143,404,,,
Two Sum Less Than K,two-sum-less-than-k,1083,,"Array,Two Pointers,Binary Search,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjYxMDQ5",Easy,60.6,145706,88252,,770,87,What if we have the array sorted? Loop the array and get the value A[i] then we need to find a value A[j] such that A[i] + A[j] < K  which means A[j] < K - A[i]. In order to do that we can find that value with a binary search.,"1,167,259,713","Two Sum,Two Sum II - Input Array Is Sorted,3Sum Smaller,Subarray Product Less Than K"
Find K-Length Substrings With No Repeated Characters,find-k-length-substrings-with-no-repeated-characters,1084,,"Hash Table,String,Sliding Window","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjU1ODIx",Medium,74.8,39429,29479,,434,10,How to check efficiently each K-length substring? First store the first leftmost K-length substring in a hashTable or array of frequencies. Then iterate through the rest of characters and erase the first element and add the next element from the right. If in the hashTable we have K different character we add 1 to the counter. After that return as answer the counter.,,
The Earliest Moment When Everyone Become Friends,the-earliest-moment-when-everyone-become-friends,1085,,"Array,Union Find","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjIz",Medium,64.4,51466,33169,,491,12,Sort the log items by their timestamp. How can we model this problem as a graph problem? Let's use a union-find data structure. At the beginning we have a graph with N nodes but no edges. Then we loop through the events and if unite each node until the number of connected components reach to 1. Notice that each time two different connected components are united the number of connected components decreases by 1.,547,Number of Provinces
Path With Maximum Minimum Value,path-with-maximum-minimum-value,1099,,"Array,Depth-First Search,Breadth-First Search,Union Find,Heap (Priority Queue),Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjIz,VG9waWNUYWdOb2RlOjYxMDUw,VG9waWNUYWdOb2RlOjYxMDUz",Medium,53.0,87785,46519,,1001,106,What if we sort each cell of the matrix by the value? Don't include small values in your path if you can only include large values. Let's keep adding a possible cell to use in the path incrementally with decreasing values. If the start and end cells are connected then we don't need to add more cells. Use union-find data structure to check connectivity and return as answer the value of the given cell that makes start and end cells connected.,1753,Path With Minimum Effort
Distribute Candies to People,distribute-candies-to-people,1195,"We distribute some number of candies, to a row of n = num_people people in the following way: We then give 1 candy to the first person, 2 candies to the second person, and so on until we give n candies to the last person. Then, we go back to the start of the row, giving n + 1 candies to the first person, n + 2 candies to the second person, and so on until we give 2 * n candies to the last person. This process repeats (with us giving one more candy each time, and moving to the start of the row after we reach the end) until we run out of candies.  The last person will receive all of our remaining candies (not necessarily one more than the previous gift). Return an array (of length num_people and sum candies) that represents the final distribution of candies. ","Math,Simulation","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjYxMDU1",Easy,63.7,104619,66675,,696,168,"Give candy to everyone each ""turn"" first [until you can't], then give candy to one person per turn.",,
Path In Zigzag Labelled Binary Tree,path-in-zigzag-labelled-binary-tree,1194,"In an infinite binary tree where every node has two children, the nodes are labelled in row order. In the odd numbered rows (ie., the first, third, fifth,...), the labelling is left to right, while in the even numbered rows (second, fourth, sixth,...), the labelling is right to left.  Given the label of a node in this tree, return the labels in the path from the root of the tree to the node with that label. ","Math,Tree,Binary Tree","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjYxMDU3",Medium,74.5,43751,32604,,953,261,"Based on the label of the current node, find what the label must be for the parent of that node.",,
Filling Bookcase Shelves,filling-bookcase-shelves,1196,"You are given an array books where books[i] = [thicknessi, heighti] indicates the thickness and height of the ith book. You are also given an integer shelfWidth. We want to place these books in order onto bookcase shelves that have a total width shelfWidth. We choose some of the books to place on this shelf such that the sum of their thickness is less than or equal to shelfWidth, then build another level of the shelf of the bookcase so that the total height of the bookcase has increased by the maximum height of the books we just put down. We repeat this process until there are no more books to place. Note that at each step of the above process, the order of the books we place is the same order as the given sequence of books. Return the minimum possible height that the total bookshelf can be after placing shelves in this manner. ","Array,Dynamic Programming","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz",Medium,58.2,55901,32512,,1234,75,Use dynamic programming:  dp(i) will be the answer to the problem for books[i:].,,
Parsing A Boolean Expression,parsing-a-boolean-expression,1197,"Return the result of evaluating a given boolean expression, represented as a string. An expression can either be: ","String,Stack,Recursion","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjMx",Hard,59.1,30695,18132,,592,32,"Write a function ""parse"" which calls helper functions ""parse_or"", ""parse_and"", ""parse_not"".",,
New Users Daily Count,new-users-daily-count,1204,,Database,VG9waWNUYWdOb2RlOjYxMDQz,Medium,45.7,53712,24548,,109,109,,,
Defanging an IP Address,defanging-an-ip-address,1205,"Given a valid (IPv4) IP address, return a defanged version of that IP address. A defanged IP address replaces every period ""."" with ""[.]"". ",String,VG9waWNUYWdOb2RlOjEw,Easy,89.0,450803,401039,,1072,1457,,,
Corporate Flight Bookings,corporate-flight-bookings,1206,"There are n flights that are labeled from 1 to n. You are given an array of flight bookings bookings, where bookings[i] = [firsti, lasti, seatsi] represents a booking for flights firsti through lasti (inclusive) with seatsi seats reserved for each flight in the range. Return an array answer of length n, where answer[i] is the total number of seats reserved for flight i. ","Array,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDY4",Medium,58.5,65368,38231,,1002,141,,,
