Question Title,Question Slug,Question ID,Question Text,Topic Tagged text,Topic Tagged ID,Difficulty Level,Success Rate,total submission,total accepted,company tag,Likes,Dislikes,Hints,Similar Questions ID,Similar Questions Text
Minimum Moves to Equal Array Elements II,minimum-moves-to-equal-array-elements-ii,462,"Given an integer array nums of size n, return the minimum number of moves required to make all array elements equal. In one move, you can increment or decrement an element of the array by 1. Test cases are designed so that the answer will fit in a 32-bit integer. ","Array,Math,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjYxMDQ5",Medium,56.9,154692,88030,,1373,73,,"296,453,2160,2290","Best Meeting Point,Minimum Moves to Equal Array Elements,Minimum Operations to Make a Uni-Value Grid,Removing Minimum Number of Magic Beans"
Island Perimeter,island-perimeter,463,"You are given row x col grid representing a map where grid[i][j] = 1 represents land and grid[i][j] = 0 represents water. Grid cells are connected horizontally/vertically (not diagonally). The grid is completely surrounded by water, and there is exactly one island (i.e., one or more connected land cells). The island doesn't have ""lakes"", meaning the water inside isn't connected to the water around the island. One cell is a square with side length 1. The grid is rectangular, width and height don't exceed 100. Determine the perimeter of the island. ","Array,Depth-First Search,Breadth-First Search,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjYxMDUz",Easy,68.9,522927,360401,,4279,237,,"695,733,1104","Max Area of Island,Flood Fill,Coloring A Border"
Can I Win,can-i-win,464,"In the ""100 game"" two players take turns adding, to a running total, any integer from 1 to 10. The player who first causes the running total to reach or exceed 100 wins. What if we change the game so that players cannot re-use integers? For example, two players might take turns drawing from a common pool of numbers from 1 to 15 without replacement until they reach a total >= 100. Given two integers maxChoosableInteger and desiredTotal, return true if the first player to move can force a win, otherwise, return false. Assume both players play optimally. ","Math,Dynamic Programming,Bit Manipulation,Memoization,Game Theory,Bitmask","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE5,VG9waWNUYWdOb2RlOjMz,VG9waWNUYWdOb2RlOjYxMDcz,VG9waWNUYWdOb2RlOjYxMDc4",Medium,29.8,250138,74662,,1824,294,,"294,375,486","Flip Game II,Guess Number Higher or Lower II,Predict the Winner"
Optimal Account Balancing,optimal-account-balancing,465,,"Array,Dynamic Programming,Backtracking,Bit Manipulation,Bitmask","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE0,VG9waWNUYWdOb2RlOjE5,VG9waWNUYWdOb2RlOjYxMDc4",Hard,48.9,140529,68685,,1119,107,,,
Count The Repetitions,count-the-repetitions,466,"We define str = [s, n] as the string str which consists of the string s concatenated n times. We define that string s1 can be obtained from string s2 if we can remove some characters from s2 such that it becomes s1. You are given two strings s1 and s2 and two integers n1 and n2. You have the two strings str1 = [s1, n1] and str2 = [s2, n2]. Return the maximum integer m such that str = [str2, m] can be obtained from str1. ","String,Dynamic Programming","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz",Hard,29.0,48557,14067,,292,260,,,
Unique Substrings in Wraparound String,unique-substrings-in-wraparound-string,467,"We define the string s to be the infinite wraparound string of ""abcdefghijklmnopqrstuvwxyz"", so s will look like this: Given a string p, return the number of unique non-empty substrings of p are present in s. ","String,Dynamic Programming","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz",Medium,37.5,92633,34731,,1069,135,One possible solution might be to consider allocating an array size of 26 for each character in the alphabet. (Credits to @r2ysxu),,
Validate IP Address,validate-ip-address,468,"Given a string queryIP, return ""IPv4"" if IP is a valid IPv4 address, ""IPv6"" if IP is a valid IPv6 address or ""Neither"" if IP is not a correct IP of any type. A valid IPv4 address is an IP in the form ""x1.x2.x3.x4"" where 0 <= xi <= 255 and xi cannot contain leading zeros. For example, ""192.168.1.1"" and ""192.168.1.0"" are valid IPv4 addresses but ""192.168.01.1"", while ""192.168.1.00"" and ""192.168@1.1"" are invalid IPv4 addresses. A valid IPv6 address is an IP in the form ""x1:x2:x3:x4:x5:x6:x7:x8"" where: For example, ""2001:0db8:85a3:0000:0000:8a2e:0370:7334"" and ""2001:db8:85a3:0:0:8A2E:0370:7334"" are valid IPv6 addresses, while ""2001:0db8:85a3::8A2E:037j:7334"" and ""02001:0db8:85a3:0000:0000:8a2e:0370:7334"" are invalid IPv6 addresses. ",String,VG9waWNUYWdOb2RlOjEw,Medium,26.2,476704,124865,,663,2342,,752,IP to CIDR
Convex Polygon,convex-polygon,469,,"Math,Geometry","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjM4",Medium,38.2,24802,9485,,84,216,,,
Implement Rand10() Using Rand7(),implement-rand10-using-rand7,903,"Given the API rand7() that generates a uniform random integer in the range [1, 7], write a function rand10() that generates a uniform random integer in the range [1, 10]. You can only call the API rand7(), and you shouldn't call any other API. Please do not use a language's built-in random API. Each test case will have one internal argument n, the number of times that your implemented function rand10() will be called while testing. Note that this is not an argument passed to rand10(). ","Math,Rejection Sampling,Randomized,Probability and Statistics","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjU0NTY5,VG9waWNUYWdOb2RlOjYxMDc1,VG9waWNUYWdOb2RlOjYxMDc5",Medium,46.8,132350,61882,,864,283,,,
Encode String with Shortest Length,encode-string-with-shortest-length,471,,"String,Dynamic Programming","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz",Hard,50.6,54524,27610,,560,35,,"394,726","Decode String,Number of Atoms"
Concatenated Words,concatenated-words,472,"Given an array of strings words (without duplicates), return all the concatenated words in the given list of words. A concatenated word is defined as a string that is comprised entirely of at least two shorter words in the given array. ","Array,String,Dynamic Programming,Depth-First Search,Trie","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjI3",Hard,42.8,300523,128601,,1848,216,,140,Word Break II
Matchsticks to Square,matchsticks-to-square,473,"You are given an integer array matchsticks where matchsticks[i] is the length of the ith matchstick. You want to use all the matchsticks to make one square. You should not break any stick, but you can link them up, and each matchstick must be used exactly one time. Return true if you can make this square and false otherwise. ","Array,Dynamic Programming,Backtracking,Bit Manipulation,Bitmask","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE0,VG9waWNUYWdOb2RlOjE5,VG9waWNUYWdOb2RlOjYxMDc4",Medium,40.3,188482,76024,,1571,121,"Treat the matchsticks as an array. Can we split the array into 4 equal halves? Every matchstick can belong to either of the 4 sides. We don't know which one. Maybe try out all options! For every matchstick, we have to try out each of the 4 options i.e. which side it can belong to. We can make use of recursion for this. We don't really need to keep track of which matchsticks belong to a particular side during recursion. We just need to keep track of the length of each of the 4 sides. When all matchsticks have been used we simply need to see the length of all 4 sides. If they're equal, we have a square on our hands!",,
Ones and Zeroes,ones-and-zeroes,474,You are given an array of binary strings strs and two integers m and n. Return the size of the largest subset of strs such that there are at most m 0's and n 1's in the subset. A set x is a subset of a set y if all elements of x are also elements of y. ,"Array,String,Dynamic Programming","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz",Medium,44.5,237317,105672,,2790,322,,"510,600,2261","Count Subarrays With More Ones Than Zeros,Non-negative Integers without Consecutive Ones,All Divisions With the Highest Score of a Binary Array"
Heaters,heaters,475,"Winter is coming! During the contest, your first job is to design a standard heater with a fixed warm radius to warm all the houses. Every house can be warmed, as long as the house is within the heater's warm radius range. Given the positions of houses and heaters on a horizontal line, return the minimum radius standard of heaters so that those heaters could cover all houses. Notice that all the heaters follow your radius standard, and the warm radius will the same. ","Array,Two Pointers,Binary Search,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjYxMDQ5",Medium,35.2,247584,87206,,1326,1026,,,
Number Complement,number-complement,476,"The complement of an integer is the integer you get when you flip all the 0's to 1's and all the 1's to 0's in its binary representation. Given an integer num, return its complement. ",Bit Manipulation,VG9waWNUYWdOb2RlOjE5,Easy,66.7,392862,261892,,1954,105,,,
Total Hamming Distance,total-hamming-distance,477,"The Hamming distance between two integers is the number of positions at which the corresponding bits are different. Given an integer array nums, return the sum of Hamming distances between all the pairs of the integers in nums. ","Array,Math,Bit Manipulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjE5",Medium,52.0,167545,87042,,1614,80,,461,Hamming Distance
Generate Random Point in a Circle,generate-random-point-in-a-circle,915,"Given the radius and the position of the center of a circle, implement the function randPoint which generates a uniform random point inside the circle. Implement the Solution class: ","Math,Geometry,Rejection Sampling,Randomized","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjM4,VG9waWNUYWdOb2RlOjU0NTY5,VG9waWNUYWdOb2RlOjYxMDc1",Medium,39.3,84315,33160,,360,674,,914,Random Point in Non-overlapping Rectangles
Largest Palindrome Product,largest-palindrome-product,479,"Given an integer n, return the largest palindromic integer that can be represented as the product of two n-digits integers. Since the answer can be very large, return it modulo 1337. ",Math,VG9waWNUYWdOb2RlOjg=,Hard,31.1,65149,20274,,123,1448,,,
Sliding Window Median,sliding-window-median,480,"The median is the middle value in an ordered integer list. If the size of the list is even, there is no middle value. So the median is the mean of the two middle values. You are given an integer array nums and an integer k. There is a sliding window of size k which is moving from the very left of the array to the very right. You can only see the k numbers in the window. Each time the sliding window moves right by one position. Return the median array for each window in the original array. Answers within 10-5 of the actual value will be accepted. ","Array,Hash Table,Sliding Window,Heap (Priority Queue)","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjU1ODIx,VG9waWNUYWdOb2RlOjYxMDUw",Hard,40.8,252073,102947,,2111,130,"The simplest of solutions comes from the basic idea of finding the median given a set of numbers. We know that by definition, a median is the center element (or an average of the two center elements). Given an unsorted list of numbers, how do we find the median element? If you know the answer to this question, can we extend this idea to every sliding window that we come across in the array? Is there a better way to do what we are doing in the above hint? Don't you think there is duplication of calculation being done there? Is there some sort of optimization that we can do to achieve the same result? This approach is merely a modification of the basic approach except that it simply reduces duplication of calculations once done. The third line of thought is also based on this same idea but achieving the result in a different way. We obviously need the window to be sorted for us to be able to find the median. Is there a data-structure out there that we can use (in one or more quantities) to obtain the median element extremely fast, say O(1) time while having the ability to perform the other operations fairly efficiently as well?",295,Find Median from Data Stream
Magical String,magical-string,481,"A magical string s consists of only '1' and '2' and obeys the following rules: The first few elements of s is s = ""1221121221221121122……"". If we group the consecutive 1's and 2's in s, it will be ""1 22 11 2 1 22 1 22 11 2 11 22 ......"" and the occurrences of 1's or 2's in each group are ""1 2 2 1 1 2 1 2 2 1 2 2 ......"". You can see that the occurrence sequence is s itself. Given an integer n, return the number of 1's in the first n number in the magical string s. ","Two Pointers,String","VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEw",Medium,49.6,55628,27608,,182,931,,,
License Key Formatting,license-key-formatting,482,"You are given a license key represented as a string s that consists of only alphanumeric characters and dashes. The string is separated into n + 1 groups by n dashes. You are also given an integer k. We want to reformat the string s such that each group contains exactly k characters, except for the first group, which could be shorter than k but still must contain at least one character. Furthermore, there must be a dash inserted between two groups, and you should convert all lowercase letters to uppercase. Return the reformatted license key. ",String,VG9waWNUYWdOb2RlOjEw,Easy,43.1,486859,209919,,751,1077,,,
Smallest Good Base,smallest-good-base,483,"Given an integer n represented as a string, return the smallest good base of n. We call k >= 2 a good base of n, if all digits of n base k are 1's. ","Math,Binary Search","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEx",Hard,37.8,44231,16728,,265,429,,,
Find Permutation,find-permutation,484,,"Array,Stack,Greedy","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjE3",Medium,64.3,42289,27197,,485,80,,,
Max Consecutive Ones,max-consecutive-ones,485,"Given a binary array nums, return the maximum number of consecutive 1's in the array. ",Array,VG9waWNUYWdOb2RlOjU=,Easy,55.0,1160124,638413,,2517,395,"You need to think about two things as far as any window is concerned. One is the starting point for the window. How do you detect that a new window of 1s has started? The next part is detecting the ending point for this window.

How do you detect the ending point for an existing window? If you figure these two things out, you will be able to detect the windows of consecutive ones. All that remains afterward is to find the longest such window and return the size.","487,1046,1542,1999","Max Consecutive Ones II,Max Consecutive Ones III,Consecutive Characters,Longer Contiguous Segments of Ones than Zeros"
Predict the Winner,predict-the-winner,486,"You are given an integer array nums. Two players are playing a game with this array: player 1 and player 2. Player 1 and player 2 take turns, with player 1 starting first. Both players start the game with a score of 0. At each turn, the player takes one of the numbers from either end of the array (i.e., nums[0] or nums[nums.length - 1]) which reduces the size of the array by 1. The player adds the chosen number to their score. The game ends when there are no more elements in the array. Return true if Player 1 can win the game. If the scores of both players are equal, then player 1 is still the winner, and you should also return true. You may assume that both players are playing optimally. ","Array,Math,Dynamic Programming,Recursion,Game Theory","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjMx,VG9waWNUYWdOb2RlOjYxMDcz",Medium,50.2,219956,110418,,2836,148,,464,Can I Win
Max Consecutive Ones II,max-consecutive-ones-ii,487,,"Array,Dynamic Programming,Sliding Window","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjU1ODIx",Medium,48.9,184663,90209,,1058,21,,"485,1046,2261","Max Consecutive Ones,Max Consecutive Ones III,All Divisions With the Highest Score of a Binary Array"
Zuma Game,zuma-game,488,"You are playing a variation of the game Zuma. In this variation of Zuma, there is a single row of colored balls on a board, where each ball can be colored red 'R', yellow 'Y', blue 'B', green 'G', or white 'W'. You also have several colored balls in your hand. Your goal is to clear all of the balls from the board. On each turn: Given a string board, representing the row of balls on the board, and a string hand, representing the balls in your hand, return the minimum number of balls you have to insert to clear all the balls from the board. If you cannot clear all the balls from the board using the balls in your hand, return -1. ","String,Dynamic Programming,Breadth-First Search,Memoization","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjMz",Hard,36.2,54715,19813,,335,394,,,
Robot Room Cleaner,robot-room-cleaner,865,,"Backtracking,Interactive","VG9waWNUYWdOb2RlOjE0,VG9waWNUYWdOb2RlOjYxMDU5",Hard,75.6,153744,116296,,2152,128,,"286,1931,1959,2203","Walls and Gates,Shortest Path in a Hidden Grid,Minimum Path Cost in a Hidden Grid,Number of Spaces Cleaning Robot Cleaned"
The Maze,the-maze,490,,"Depth-First Search,Breadth-First Search,Graph","VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjI0",Medium,54.6,214025,116944,,1394,148,,"499,505","The Maze III,The Maze II"
Increasing Subsequences,increasing-subsequences,491,"Given an integer array nums, return all the different possible increasing subsequences of the given array with at least two elements. You may return the answer in any order. The given array may contain duplicates, and two equal integers should also be considered a special case of increasing sequence. ","Array,Hash Table,Backtracking,Bit Manipulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjE0,VG9waWNUYWdOb2RlOjE5",Medium,50.7,144735,73425,,1426,147,,646,Maximum Length of Pair Chain
Construct the Rectangle,construct-the-rectangle,492,"A web developer needs to know how to design a web page's size. So, given a specific rectangular web page’s area, your job by now is to design a rectangular web page, whose length L and width W satisfy the following requirements: Return an array [L, W] where L and W are the length and width of the web page you designed in sequence. ",Math,VG9waWNUYWdOb2RlOjg=,Easy,52.6,147485,77542,,399,321,"The W is always less than or equal to the square root of the area, so we start searching at sqrt(area) till we find the result.",,
Reverse Pairs,reverse-pairs,493,"Given an integer array nums, return the number of reverse pairs in the array. A reverse pair is a pair (i, j) where 0 <= i < j < nums.length and nums[i] > 2 * nums[j]. ","Array,Binary Search,Divide and Conquer,Binary Indexed Tree,Segment Tree,Merge Sort,Ordered Set","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjEy,VG9waWNUYWdOb2RlOjI4,VG9waWNUYWdOb2RlOjI5,VG9waWNUYWdOb2RlOjYxMDUx,VG9waWNUYWdOb2RlOjYxMDcw",Hard,29.8,270169,80624,,2706,178,,"315,327","Count of Smaller Numbers After Self,Count of Range Sum"
Target Sum,target-sum,494,"You are given an integer array nums and an integer target. You want to build an expression out of nums by adding one of the symbols '+' and '-' before each integer in nums and then concatenate all the integers. Return the number of different expressions that you can build, which evaluates to target. ","Array,Dynamic Programming,Backtracking","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE0",Medium,45.4,750493,340614,,6621,253,,282,Expression Add Operators
Teemo Attacking,teemo-attacking,495,"Our hero Teemo is attacking an enemy Ashe with poison attacks! When Teemo attacks Ashe, Ashe gets poisoned for a exactly duration seconds. More formally, an attack at second t will mean Ashe is poisoned during the inclusive time interval [t, t + duration - 1]. If Teemo attacks again before the poison effect ends, the timer for it is reset, and the poison effect will end duration seconds after the new attack. You are given a non-decreasing integer array timeSeries, where timeSeries[i] denotes that Teemo attacks Ashe at second timeSeries[i], and an integer duration. Return the total number of seconds that Ashe is poisoned. ","Array,Simulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDU1",Easy,56.8,171664,97561,,396,37,,"56,605,649","Merge Intervals,Can Place Flowers,Dota2 Senate"
Next Greater Element I,next-greater-element-i,496,"The next greater element of some element x in an array is the first greater element that is to the right of x in the same array. You are given two distinct 0-indexed integer arrays nums1 and nums2, where nums1 is a subset of nums2. For each 0 <= i < nums1.length, find the index j such that nums1[i] == nums2[j] and determine the next greater element of nums2[j] in nums2. If there is no next greater element, then the answer for this query is -1. Return an array ans of length nums1.length such that ans[i] is the next greater element as described above. ","Array,Hash Table,Stack,Monotonic Stack","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjYxMDU0",Easy,70.0,496323,347209,,2593,176,,"503,556,739,2227","Next Greater Element II,Next Greater Element III,Daily Temperatures,Sum of Subarray Ranges"
Random Point in Non-overlapping Rectangles,random-point-in-non-overlapping-rectangles,914,"You are given an array of non-overlapping axis-aligned rectangles rects where rects[i] = [ai, bi, xi, yi] indicates that (ai, bi) is the bottom-left corner point of the ith rectangle and (xi, yi) is the top-right corner point of the ith rectangle. Design an algorithm to pick a random integer point inside the space covered by one of the given rectangles. A point on the perimeter of a rectangle is included in the space covered by the rectangle. Any integer point inside the space covered by one of the given rectangles should be equally likely to be returned. Note that an integer point is a point that has integer coordinates. Implement the Solution class: ","Math,Binary Search,Reservoir Sampling,Prefix Sum,Ordered Set,Randomized","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjM2,VG9waWNUYWdOb2RlOjYxMDY4,VG9waWNUYWdOb2RlOjYxMDcw,VG9waWNUYWdOb2RlOjYxMDc1",Medium,39.1,86569,33876,,379,594,,"912,915","Random Pick with Weight,Generate Random Point in a Circle"
Diagonal Traverse,diagonal-traverse,498,"Given an m x n matrix mat, return an array of all the elements of the array in a diagonal order. ","Array,Matrix,Simulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDUz,VG9waWNUYWdOb2RlOjYxMDU1",Medium,56.5,344843,194981,,2118,524,,2197,Decode the Slanted Ciphertext
The Maze III,the-maze-iii,499,,"Depth-First Search,Breadth-First Search,Graph,Heap (Priority Queue),Shortest Path","VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjI0,VG9waWNUYWdOb2RlOjYxMDUw,VG9waWNUYWdOb2RlOjYxMDc2",Hard,45.2,49931,22545,,351,61,,"490,505","The Maze,The Maze II"
Keyboard Row,keyboard-row,500,"Given an array of strings words, return the words that can be typed using letters of the alphabet on only one row of American keyboard like the image below. In the American keyboard: ","Array,Hash Table,String","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw",Easy,67.9,220657,149901,,885,904,,,
Find Mode in Binary Search Tree,find-mode-in-binary-search-tree,501,"Given the root of a binary search tree (BST) with duplicates, return all the mode(s) (i.e., the most frequently occurred element) in it. If the tree has more than one mode, return them in any order. Assume a BST is defined as follows: ","Tree,Depth-First Search,Binary Search Tree,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjMw,VG9waWNUYWdOb2RlOjYxMDU3",Easy,47.1,315670,148620,,2069,557,,98,Validate Binary Search Tree
